Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Price,Models,Dual,Features_1,Single_1,_1_1,5G,Build,Protection,NFC,Charging,Dual or Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,GPRS,EDGE,Stand-by,SAR,SAR EU,Talk time,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
lg,LG Candy,https://fdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)","HSPA, LTE","2018, August","Available. Released 2018, September",146.3 x 73.2 x 8.2 mm (5.76 x 2.88 x 0.32 in),152 g (5.36 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.1.2 (Nougat),,Quad-core 1.3 GHz Cortex-A53,,"microSD, up to 32 GB","16 GB, 2 GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, AF",,Yes,Yes,Removable Li-Ion 2500 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,"Black, Gold, Blue, Silver",About 80 EUR,,,,5 MP,,,Plastic body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG G7 Fit,https://fdn2.gsmarena.com/vv/bigpic/lg-g7-fit.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 40(2300), 41(2500), 46, 48, 66(1700/2100) - USA","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps","2018, August","Available. Released 2018, November",153.2 x 71.9 x 8 mm (6.03 x 2.83 x 0.31 in),156 g (5.50 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~563 ppi density)",Android 8.1 (Oreo),Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"microSD, up to 1 TB","32/64 GB, 4 GB RAM",,"LED flash, HDR, panorama","2160p@24/30fps, 1080p@30fps","16 MP, f/2.2, 28mm (wide), 1/3.1"",  1.0µm, PDAF",1080p@30fps,Yes,Yes,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300) - EU","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"New Aurora Black, New Platinum Gray",About 200 EUR,"LM-Q850, LMQ850EM, LMQ850QM, LMQ850EMW",,HDR,"8 MP, f/1.9, 26mm (wide), 1.12µm",Non-removable Li-Ion 3000 mAh battery,,"Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,Yes,Fast battery charging 18W (Quick Charge 3.0),,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG G7 One,https://fdn2.gsmarena.com/vv/bigpic/lg-g7-one.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)","HSPA 42.2/5.76 Mbps, LTE-A","2018, August","Available. Released 2018, October",153.2 x 71.9 x 7.9 mm (6.03 x 2.83 x 0.31 in),156 g (5.50 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~563 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,"microSD, up to 1 TB","32 GB, 4 GB RAM or 64 GB (Korea only)",,"LED flash, HDR, panorama",2160p@30fps,"16 MP, f/1.6, 31mm (standard), 1/3.1"", 1.0µm, PDAF/Laser AF, OIS",1080p@30fps,Yes,Yes,IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",FM radio,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Dolby Vision HDR10 Always-on display,"New Aurora Black, New Moroccan Blue",About 350 EUR,"LMQ910UM, LM-Q910",,,"8 MP, f/1.9, 26mm (wide)",Non-removable Li-Po 3000 mAh battery,,,,Yes,Fast battery charging 18W (Quick Charge 3.0) Power delivery 21W WPC&PMA; wireless charging (US version only),,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG Q8,https://fdn2.gsmarena.com/vv/bigpic/lg-q8-2018-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),"HSPA, LTE-A","2018, August","Available. Released 2018, October",160.1 x 77.1 x 8.4 mm (6.30 x 3.04 x 0.33 in),172 g (6.07 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 99.7 cm2 (~80.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~389 ppi density)",Android 8.1 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.6 GHz Cortex-A53,Adreno 506,"microSD, up to 1 TB (dedicated slot)","64 GB, 4 GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"16 MP, PDAF",1080p@30fps,Yes,Yes,IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Stereo FM radio with RDS,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",DTS: X Surround Sound Active noise cancellation with dedicated mic,"Aurora Black, Moroccan Blue",About 300 EUR,,,,"5 MP, 18mm",Non-removable Li-Po 3300 mAh battery,,,,Yes,Fast battery charging 18W (Quick Charge 3.0),,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG K11 Plus,https://fdn2.gsmarena.com/vv/bigpic/lg-k11-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July","Available. Released 2018, July",148.7 x 75.3 x 8.7 mm (5.85 x 2.96 x 0.34 in),162 g (5.71 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Android 7.1.2 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,"microSD, up to 1 TB","32 GB, 2/3 GB RAM - LG K11+16 GB, 2 GB RAM - LG K11α",,"LED flash, HDR",1080p@30fps,"13 MP, f2.2, 26mm (wide), 1/3.1"", PDAF - LG K11+ 8 MP, f/2.2, PDAF - LG K11α",720p@30fps,Yes,Yes,DTS: X Surround Sound (headphones only),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS, recording",microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,"Moroccan Blue, Terra Gold",About 140 EUR,X410,,,"5 MP, f/2.2, 18mm, 1/5"", 1.12µm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG Q Stylo 4,https://fdn2.gsmarena.com/vv/bigpic/lg-stylo-4-q710ms.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 20(800), 38(2600), 41(2500), 66(1700/2100), 71(600)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, June","Available. Released 2018, June",160 x 77.7 x 8.1 mm (6.30 x 3.06 x 0.32 in),172 g (6.07 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 99.2 cm2 (~79.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~390 ppi density)",Android 8.1 (Oreo); LG UX 7,Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,"microSD, up to 1 TB","32 GB, 2 RAM",,"LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.4, PDAF",,Yes,Yes,Stylus,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",DTS: X Surround Sound,Aurora Black,About 250 EUR,"LM-Q710(FGN), LM-Q710.FGN, Q710AL, LML713DL",,,5 MP,Non-removable Li-Ion 3300 mAh battery,,,,Yes,Fast battery charging 10W,,,240 USD,,,,,,,,1.12 W/kg (head)     1.22 W/kg (body),,,,,,,,,,,,,,,
lg,LG Q Stylus,https://fdn2.gsmarena.com/vv/bigpic/lg-q-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)","HSPA, LTE-A","2018, June","Available. Released 2018, August",160.1 x 77.7 x 8.1 mm (6.30 x 3.06 x 0.32 in),171 g (6.03 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 99.7 cm2 (~80.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~389 ppi density)",Android 8.1 (Oreo),Mediatek MT6750 - Q Stylus/Q Stylus α,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q Stylus/Q Stylus αOcta-core 1.8 GHz,Mali-T860MP2 - Q Stylus/Q Stylus α,"microSD, up to 1 TB","64 GB, 4 GB RAM - Q Stylus+32 GB, 3 GB RAM - Q Stylus/Q Stylus α",,"LED flash, panorama, HDR",1080p@30fps,"13 MP, PDAF (Q Stylus α) 16 MP, PDAF (Q Stylus/ Q Stylus+)",,Yes,Yes,Stylus IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",DTS: X Surround Sound,"Aurora Black, Moroccan Blue, Lavender Violet",About 300 EUR,"Q710, LM-Q710.FG",,,8 MP or 5 MP - Q Stylus/Q Stylus+ 5 MP - Q Stylus α,Non-removable Li-Ion 3300 mAh battery,,Aluminum frame,,Yes,Fast battery charging 10W,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG V35 ThinQ,https://fdn2.gsmarena.com/vv/bigpic/lg-v35-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May","Available. Released 2018, June",151.7 x 75.4 x 7.3 mm (5.97 x 2.97 x 0.29 in),157 g (5.54 oz),Nano-SIM,"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.6 cm2 (~80.9% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,"microSD, up to 1 TB (dedicated slot)","128 GB, 6 GB RAM (V35+) or 64 GB, 6 GB RAM (V35)",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60fps, 720p@240fps, 24-bit/192kHz stereo sound rec., HDR10 video","8 MP, f/1.9, 26mm (wide)",1080p@30fps,Yes,Yes,IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO",Stereo FM radio with RDS,"3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",Dolby Vision HDR10 Always-on display,"New Aurora Black, New Platinum Gray",About 350 EUR,LM-V350,"16 MP, f/1.6, 30mm (standard), 1/3.1"", 1.0µm, PDAF/Laser AF, 3-axis OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", 1.0µm, PDAF/Laser AF",,,Non-removable Li-Po 3300 mAh battery,,"Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,Yes,Fast battery charging 18W: 50% in 36 min (Quick Charge 3.0) USB Power Delivery 2.0 Wireless charging 10W,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG Q7,https://fdn2.gsmarena.com/vv/bigpic/lg-q7-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 40(2300), 41(2500)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, May","Available. Released 2018, June",143.8 x 69.3 x 8.4 mm (5.66 x 2.73 x 0.33 in),145 g (5.11 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 77.0 cm2 (~77.3% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~442 ppi density)",Android 8.1 (Oreo),"Mediatek MT6750S (28 nm) - Q7, Q7αQualcomm SDM450 Snapdragon 450 (14 nm) - Q7+","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q7, Q7αOcta-core 1.8 GHz Cortex-A53 - Q7+","Mali-T860MP2 - Q7, Q7αAdreno 506 - Q7+","microSD, up to 1 TB (dedicated slot)","64 GB, 4 GB RAM - Q7+ 32 GB, 3 GB RAM - Q7, Q7α",,"LED flash, panorama, HDR",1080p@30fps (gyro-EIS),"13 MP, f/2.2, 1/3"", 1.12µm, PDAF (Q7, Q7α) 16 MP, PDAF (Q7+)",1080p@30fps,Yes,Yes,IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Stereo FM radio with RDS,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",DTS: X Surround Sound Active noise cancellation with dedicated mic,"Aurora Black, Moroccan Blue, Lavender Violet",About 150 EUR,"LM-Q610, LM-Q610.FG, LM-Q610.FGN, LM-Q610(FGN), LM-Q610.YN",,,"5 MP (Q7α) 8 MP, f/1.9, 1/4"", 1.12µm (Q7, Q7+)",Non-removable Li-Po 3000 mAh battery,,,,Yes,Fast battery charging 15W (Pump Express+),,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG G7 ThinQ,https://fdn2.gsmarena.com/vv/bigpic/lg-g7-thinq-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - Global,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800), 28(700), 32(1500), 38(2600), 40(2300), 42(3500), 46 - Global","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps or Cat15 800/150 Mbps (region dependant)","2018, May","Available. Released 2018, May",153.2 x 71.9 x 7.9 mm (6.03 x 2.83 x 0.31 in),162 g (5.71 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.0 cm2 (~82.6% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~564 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,"microSD, up to 1 TB (dedicated slot) - single-SIM modelmicroSD, up to 1 TB (uses shared SIM slot) - dual-SIM model","128 GB, 6 GB RAM or 64 GB, 4 GB RAM",,"LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60fps, 720p@240fps, HDR, 24-bit/192kHz stereo sound rec.","8 MP, f/1.9, 26mm (wide)",1080p@60fps,Yes,Yes,CDMA 800 / 1900 - USA,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",FM radio,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"New Platinum Gray, New Aurora Black, New Moroccan Blue, Raspberry Rose",About 350 EUR,"LM-G710, LM-G710N, LM-G710VM","16 MP, f/1.6, 30mm (wide), 1/3.1"", 1.0µm, PDAF/Laser AF, OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", no AF",,,Non-removable Li-Po 3000 mAh battery,,"Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,Yes,Fast battery charging 18W (Quick Charge 3.0) WPC&PMA; wireless charging (US version only),,Basemark OS II: 4649 / Basemark X: 43833,"Contrast ratio: 2044:1 (nominal), 3.978 (sunlight)",Photo / Video,Voice 78dB / Noise 76dB / Ring 82dB,Noise -94.0dB / Crosstalk -93.0dB,Endurance rating 77h,,,,,0.24 W/kg (head)     1.47 W/kg (body),,,,,,,,,,,,,,
lg,LG V30S ThinQ,https://fdn2.gsmarena.com/vv/bigpic/lg-v30s-thinq.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 20(800), 25(1900), 26(850), 41(2500)","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, February","Available. Released 2018, March",151.7 x 75.4 x 7.3 mm (5.97 x 2.97 x 0.29 in),158 g (5.57 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.6 cm2 (~80.9% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)",Android 8.0 (Oreo); LG UX 6,Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,"microSD, up to 1 TB (dedicated slot) - single-SIM modelmicroSD, up to 1 TB (uses shared SIM slot) - dual-SIM model","256 GB, 6 GB RAM (V30s+) or 128 GB, 6 GB RAM (V30s)",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60fps, 720p@120fps, 24-bit/192kHz stereo sound rec., HDR video","5 MP, f/2.2, 22mm (wide), 1/5"", 1.12µm",1080p@30fps,Yes,Yes,IP68 dust/water proof (up to 1.5m for 30 mins) MIL-STD-810G compliant,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO",Stereo FM radio with RDS,"3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",Dolby Vision HDR10 Always-on display,"New Maroccan Blue, New Platinum Gray",About 300 EUR,US998R,"16 MP, f/1.6, 30mm (normal), 1/3.1"", 1.0µm, PDAF/Laser AF, 3-axis OIS 13 MP, f/1.9, 13mm (ultrawide), 1/3.4"", 1.0µm",,,Non-removable Li-Po 3300 mAh battery,,"Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,Yes,Fast battery charging 18W: 50% in 36 min (Quick Charge 3.0) USB Power Delivery 2.0 Wireless charging 10W,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG Zone 4,https://fdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,"LTE band 2(1900), 4(1700/2100), 5(850), 13(700)","HSPA, LTE","2018, March","Available. Released 2018, March",144.8 x 71.9 x 7.9 mm (5.70 x 2.83 x 0.31 in),140.3 g (4.94 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.1.2 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 1 TB","16 GB, 2 GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, AF",,Yes,Yes,CDMA 800 / 1900,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",No,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",CDMA2000 1xEV-DO,Moroccan Blue,About 120 USD,,,,5 MP,Removable Li-Ion 2500 mAh battery,,Plastic body,,,,,,,,,,,,,Up to 400 h (3G),,,Up to 30 h (3G),,,,,,,,,,,,,
lg,LG K30,https://fdn2.gsmarena.com/vv/bigpic/lg-k30-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900 / 2100 - T-Mobile,"LTE band 2(1900), 3(1800), 4(1700/2100), 7(2600), 12(700), 66(1700/2100), 71(600) - T-Mobile","HSPA, LTE-A","2018, May","Available. Released 2018, May",148.6 x 75 x 8.6 mm (5.85 x 2.95 x 0.34 in),168.1 g (5.93 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 1 TB","32 GB, 2 GB RAM",,"LED flash, HDR",1080p@30fps,"13 MP, PDAF",,Yes,Yes,Non-removable Li-Ion 2880 mAh battery,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Black, Blue",About 230 USD,"LM-X410.F, LM-X410(FG), LM-X410.FN",,,5 MP,,,,,Yes,Fast battery charging 10W,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG K10 (2018),https://fdn2.gsmarena.com/vv/bigpic/lg-k10-2018-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, February","Available. Released 2018, June",148.7 x 75.3 x 8.7 mm (5.85 x 2.96 x 0.34 in),162 g (5.71 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Android 7.1.2 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,"microSD, up to 1 TB","32 GB, 3 GB RAM - K10+ 16 GB, 2 GB RAM - K10α, K10",,"LED flash, HDR",1080p@30fps,"13 MP or 8 MP, PDAF",,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS, recording",microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Aurora Black, Moroccan Blue, Terra Gold",About 150 EUR,,,,8 MP or 5 MP,,,Plastic body,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
