Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance,Triple,5G,Quad,Dual or Triple,Five
b'o2',b'O2 XDA Star',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-star.gif',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 3.6/0.384 Mbps',"b'2007, October'",b'Cancelled',b'107 x 55 x 15.8 mm (4.21 x 2.17 x 0.62 in)',b'120 g (4.23 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.6 inches, 20.9 cm2 (~35.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',b'microSD',"b'96 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',b'CIF videocall camera',b'',b'Yes',b'No',b'TouchFLO finger swipe navigation Handwriting recognition',b'No',b'2.0',b'No',b'No',b'miniUSB',b'',b'Pocket Office  Voice memo MP3/AAC player',b'Black',,b'Qualcomm MSM7200',b'400 MHz ARM 11',b'Adreno 130',,,,,,b'Removable Li-Ion 1120 mAh battery',,,,b'Up to 250 h',b'Up to 5 h',,,,,,,,,,,,,,,,,b'Half-QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 Cocoon',b'https://cdn2.gsmarena.com/vv/bigpic/o2-cocoon.gif',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2007, June'",b'Discontinued',b'94 x 49 x 21 mm (3.70 x 1.93 x 0.83 in)',b'114 g (4.02 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.28 inches, 16.1 cm2 (~35.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~175 ppi density)'",,"b'microSD, up to 2 GB (dedicated slot)'",b'2 GB',"b'2 MP, AF'",b'Yes',b'Videocall camera',b'',b'Yes',b'Yes',b'Hidden LED display on front shell',b'No',"b'2.0, A2DP'",b'No',"b'Stereo FM radio, RDS'",b'2.0',b'',b'MP3/AAC/AAC+ player Predictive text input Organizer',b'White',,,,,,b'LED flash',,,,b'Removable Li-Ion battery',,,,b'Up to 350 h',b'Up to 5 h',,,,,"b'1000 entries, Photocall'","b'20 dialed, 20 received, 20 missed calls'","b'SMS, MMS, Email'","b'Tetris, Ice Hockey, Sims2 + downloadable'",b'Yes',,,,b'Voice 65dB / Noise 65dB / Ring 78dB',b'Noise -80.1dB / Crosstalk -79.6dB',,,,"b'WAP 2.0/xHTML, HTML'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Flame',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-flame.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2007, February'",b'Discontinued',b'126 x 74 x 17.5 mm (4.96 x 2.91 x 0.69 in)',b'190 g (6.70 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors (65K effective)'","b'3.6 inches, 40.1 cm2 (~43.0% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~222 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'microSD (dedicated slot)',"b'128 MB RAM, 2 GB ROM'","b'2 MP, AF'",b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'2.0',b'No',"b'Stereo FM radio, RDS'","b'miniUSB, USB host'",b'',b'Pocket Office   Voice memo MP3/AAC player TV-out',b'Silver',,,b'Intel XScale PXA 270 520 MHz',,,b'LED flash',,,,b'Removable Li-Po 1620 mAh battery',b'About 280 EUR',b'Yes',,b'Up to 200 h',b'Up to 6 h',,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Atom Life',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-atom-life.gif',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 1900 / 2100',,b'HSPA',"b'2007, January'",b'Discontinued',b'106 x 58 x 18 mm (4.17 x 2.28 x 0.71 in)',b'145 g (5.11 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors (65K effective)'","b'2.7 inches, 22.6 cm2 (~36.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~148 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 1 GB ROM'",b'2 MP',b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'1.2',b'No',"b'Stereo FM radio, RDS'",b'miniUSB',b'',b'Pocket Office   Voice memo MP3/AAC player',b'Silver',,,b'Intel XScale PXA 270 620 MHz',,,b'LED flash',,,,b'Removable Li-Po 1530 mAh battery',b'About 250 EUR',b'Yes',,b'Up to 200 h',b'Up to 4 h',,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Zinc',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-zinc.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2006, December'",b'Discontinued',b'109 x 58 x 22.6 mm (4.29 x 2.28 x 0.89 in)',b'175 g (6.17 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~38.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'Yes',b'No',b'No',b'miniUSB',b'',b'Pocket Office  Voice memo MP3/AAC player',b'Silver',,,b'Intel XScale PXA 270 520 MHz',,,b'LED flash',,,,b'Removable Li-Ion 1300 mAh battery',b'About 240 EUR',b'Yes',,b'Up to 220 h',b'Up to 5 h',,,,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Graphite',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-graphite.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2006, December'",b'Discontinued',b'109.5 x 46.9 x 18 mm (4.31 x 1.85 x 0.71 in)',b'105 g (3.70 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 15.0 cm2 (~29.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",b'Microsoft Windows Mobile 5.0 Smartphone',b'microSD (dedicated slot)',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',b'VGA videocall camera',b'',"b'Yes, with stereo speakers'",b'No',b'Video telephony MP3/WMA/WAV/AMR-NB/AAC player Predictive text input Organizer Voice memo',b'Wi-Fi 802.11b/g',b'1.2',b'No',b'No',b'miniUSB',b'',b'Removable Li-Ion 1100 mAh battery',b'',,,b'Intel XScale PXA 270 416 MHz',,,b'LED flash',,,,,b'About 290 EUR',,,b'Up to 200 h',b'Up to 4 h',,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Orbit',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-orbit.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, September'",b'Discontinued',b'108 x 58 x 16.8 mm (4.25 x 2.28 x 0.66 in)',b'129 g (4.55 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~38.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'microSD (dedicated slot)',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'QCIF',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'2.0',"b'Yes, CoPilot Live Navigator'",b'FM radio',b'Proprietary',b'',b'No',"b'Silver, Black'",,b'TI OMAP 850',b'200 MHz ARM926EJ-S',,,,,,,b'Removable Li-Ion battery',,,,b'Up to 200 h',b'Up to 5 h',b'Class 10',b'Class 10',,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 Cosmo',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-cosmo.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, September'",b'Discontinued',b'111 x 62 x 13 mm (4.37 x 2.44 x 0.51 in)',b'130 g (4.59 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.4 inches, 50 x 37 mm, 17.8 cm2 (~25.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'Microsoft Windows Mobile 5.0 Smartphone',b'microSD (dedicated slot)',"b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'HTC JOGGR touch-sensitive navigation bar',b'Wi-Fi 802.11b',b'2.0',b'No',b'No',b'miniUSB',b'',b'No',b'',,b'TI OMAP 850',b'200 MHz ARM926EJ-S',,,,,,,b'Removable Li-Ion battery',,b'Yes',,b'Up to 200 h',b'Up to 4 h',b'Class 10',b'Class 10',,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones, composer'",,,,,,,,,,
b'o2',b'O2 XDA Stealth',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-stealth.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2006, September'",b'Discontinued',b'110 x 53 x 22.5 mm (4.33 x 2.09 x 0.89 in)',b'140 g (4.94 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.4 inches, 17.8 cm2 (~30.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 192 MB ROM'","b'2 MP, AF'",b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'1.2',b'No',b'No',b'miniUSB',b'',b'No',b'Silver',,,b'Intel XScale PXA 272 416 MHz',,,b'LED flash',,,,b'Removable Li-Po 1300 mAh battery',b'About 250 EUR',b'Yes',,b'Up to 150 h',b'Up to 4 h 30 min',b'Class 10',b'No',,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 Jet',b'https://cdn2.gsmarena.com/vv/bigpic/o2-jet.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, October'",b'Discontinued',b'117 x 47 x 20 mm (4.61 x 1.85 x 0.79 in)',b'121 g (4.27 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.0 inches, 12.6 cm2 (~22.9% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',,b'No',b'56 MB',,,,,b'Yes',b'No',b'No',b'No',b'2.0',b'No',b'No',b'miniUSB',b'',b'Predictive text input Organizer Stopwatch',b'Black',,,,,,,,,,b'Removable Li-Ion battery',,,,b'Up to 540 h',b'Up to 9 h 50 min',b'Yes',b'No',,,b'Yes',"b'20 dialed, 20 received, 20 missed calls'","b'SMS, MMS, Email'",b'Yes+ downloadable',b'Yes',,,,,,,,,b'WAP',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 Ice',b'https://cdn2.gsmarena.com/vv/bigpic/o2-ice.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2006, August'",b'Discontinued',b'118 x 44 x 14 mm (4.65 x 1.73 x 0.55 in)',b'92 g (3.25 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.6 cm2 (~24.2% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',,b'microSD (dedicated slot)',b'32 MB',b'1.3 MP',b'Yes',b'VGA videocall camera',b'',b'No',b'No',b'MP3 player Predictive text input Organizer Stopwatch',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'White',,,,,,,,,,,b'About 160 EUR',,,b'Up to 312 h',b'Up to 6 h',,,,,"b'Yes, Photocall'","b'20 dialed, 20 received, 20 missed calls'","b'SMS, MMS'",b'Yes+ downloadable',b'Yes',,,,,,,,,b'WAP',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Atom Exec',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-atom-exec.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2006, June'",b'Discontinued',b'102 x 58 x 18.5 mm (4.02 x 2.28 x 0.73 in)',b'140 g (4.94 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors (65K effective)'","b'2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~148 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 192 MB ROM'",b'2 MP',b'Yes',,,"b'Yes, with stereo speakers'",b'No',b'Handwriting recognition',b'Wi-Fi 802.11b',b'1.2',b'No',b'FM radio',b'miniUSB',b'',b'No',b'Silver',,,b'Intel XScale PXA 27x 520MHz',,,b'LED flash',,,,b'Removable Li-Po 1530 mAh battery',b'About 310 EUR',b'Yes',,,,b'Class 10',b'Class 10',,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Trion',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-trion.gif',b'GSM / UMTS',b'GSM 850 / 900 / 1800 / 1900',b'UMTS 850 / 1900 / 2100',,"b'Yes, 384 kbps'","b'2006, May'",b'Discontinued',b'113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in)',b'160 g (5.64 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'microSD (dedicated slot)',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',b'QCIF videocall camera',b'',b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'2.0',b'No',b'No',b'Proprietary',b'',b'Pocket Office  Voice memo MP3/AAC player',b'Silver',,,b'400 MHz Samsung',,,b'LED flash',,,,b'Removable Li-Ion 1350 mAh battery',b'About 360 EUR',b'Yes',,b'Up to 300 h',b'Up to 5 h',,,,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Neo',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-neo.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, February'",b'Discontinued',b'108.8 x 59.3 x 18.4 mm (4.28 x 2.33 x 0.72 in)',b'150 g (5.29 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'SD/MMC',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'CIF',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b/g',b'2.0',b'No',b'No',b'miniUSB',b'',b'No',b'Stylish black',,b'TI OMAP 850',b'200 MHz ARM926EJ-S',,,,,,,b'Removable Li-Ion 1200 mAh battery',b'About 300 EUR',b'Yes',,b'Up to 200 h',b'Up to 5 h',b'Class 10',b'Class 10',,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'o2',b'O2 XDA Atom',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-atom.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2005, November'",b'Discontinued',b'102 x 58 x 18.5 mm (4.02 x 2.28 x 0.73 in)',b'140 g (4.94 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors (65K effective)'","b'2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~148 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',,,"b'Yes, with stereo speakers'",b'No',b'Handwriting recognition',b'Wi-Fi 802.11b',b'1.2',b'No',b'FM radio',b'miniUSB',b'',b'No',b'Silver',,,b'Intel PXA272 416 MHz',,,b'LED flash',,,,b'Removable Li-Po 1530 mAh battery',b'About 260 EUR',b'Yes',,b'Up to 150 h',b'Up to 5 h 30 min',b'Class 10',b'Class 10',,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",,,,,,,,,,
b'o2',b'O2 XDA Orion',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-orion.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2005, October'",b'Discontinued',b'107.5 x 46 x 17.5 mm (4.23 x 1.81 x 0.69 in)',b'106 g (3.74 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 34 x 45 mm, 15.0 cm2 (~30.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",b'Microsoft Windows Mobile 5.0 Smartphone',b'MiniSD',"b'64 MB RAM, 64 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'5-way navigation button',b'Wi-Fi 802.11b',b'1.2',b'No',b'No',b'miniUSB',b'',b'No',b'',,b'TI OMAP 850',b'200 MHz ARM926EJ-S',,,,,,,b'Removable Li-Po 1150 mAh battery',,b'Yes',,b'Up to 150 h',b'Up to 4 h',b'Class 10',b'Class 10',,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones, composer'",,,,,,,,,,
b'o2',b'O2 XDA Exec',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xda-exec.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2005, August'",b'Discontinued',b'127 x 81 x 25 mm (5.0 x 3.19 x 0.98 in)',b'285 g (10.05 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.6 inches, 73 x 55 mm, 40.1 cm2 (~39.0% screen-to-body ratio)'","b'640 x 480 pixels, 4:3 ratio (~222 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'SDIO/MMC',"b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',b'VGA videocall camera',b'',"b'Yes, with stereo speakers'",b'No',b'Handwriting recognition',b'Wi-Fi 802.11b',b'1.2',b'No',b'No',b'miniUSB',b'',b'Dual speakers',b'Stylish black',,,b'Intel Bulverde 520 MHz',,,,,,,b'Removable Li-Ion 1620 mAh battery',b'About 300 EUR',b'Yes',,b'Up to 250 h',b'Up to 8 h',,,,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",,,,,,,,,,
b'o2',b'O2 XDA mini S',b'https://cdn2.gsmarena.com/vv/bigpic/o2-xdamini-s.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2005, Q3'",b'Discontinued',b'108 x 58 x 23 mm (4.25 x 2.28 x 0.91 in)',b'160 g (5.64 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',"b'miniSD, up to 2 GB'","b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'No',b'Wi-Fi 802.11b/g',b'2.0',b'No',b'No',b'miniUSB',b'',b'Microsoft ActiveSync Pocket Office  MP3/AAC player Predictive text input',b'Silver',,b'TI OMAP 850',b'200 MHz ARM926EJ-S',,,b'LED flash',,,,b'Removable Li-Po 1200 mAh battery',,b'Yes',,b'Up to 200 h',b'Up to 5 h',b'Class 10',b'Yes',,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
