Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance,Triple,5G,Quad,Dual or Triple
b'meizu',b'Meizu M6T',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m6t.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, May'","b'Available. Released 2018, June'",b'152.3 x 73 x 8.4 mm (6.00 x 2.87 x 0.33 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat); Flyme UI',"b'microSD, up to 128 GB (uses shared SIM slot)'","b'32/64 GB, 4 GB RAM or 32 GB, 3 GB RAM'","b'8 MP, f/2.0'",b'1080p@30fps',,b'',b'Yes',b'Yes',b'CDMA 800 & TD-SCDMA',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",b'Active noise cancellation with dedicated mic',"b'Black, Champagne Gold, Coral Red'",,b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',"b'13 MP, f/2.2, PDAF 2 MP, f/2.4, depth sensor'","b'LED flash, panorama'",,,b'M6T',b'Non-removable Li-Ion 3300 mAh battery',b'About 130 EUR',,,,,,,b'Plastic back',,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu 15 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-15-plus-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2018, April'","b'Available. Released 2018, April'",b'153.8 x 78.3 x 7.3 mm (6.06 x 3.08 x 0.29 in)',b'177 g (6.24 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.95 inches, 97.6 cm2 (~81.0% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~494 ppi density)'",b'Android 7.1.2 (Nougat); Flyme 7.3',b'No',"b'64/128 GB, 6 GB RAM'","b'20 MP, f/2.0'","b'2160p@30fps, 1080p@30fps (gyro-EIS)'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',b'CDMA 800 & TD-SCDMA',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO, SBAS, QZSS'",b'No',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer'","b'LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'Gray, Yakin, Ink'",,b'Exynos 8895 (10 nm)',b'Octa-core (4x2.5 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53)',b'Mali-G71 MP20',"b'12 MP, f/1.8, 1/2.3"", 1.55 \xc2\xb5m, dual pixel PDAF/Laser AF, 4-axis OIS 20 MP, 1/2.8"", 1.0 \xc2\xb5m, AF, portraits only'","b'Six-LED dual-tone flash, HDR, panorama'",,,,b'Non-removable Li-Ion 3500 mAh battery',b'About 480 EUR',,b'Fast battery charging 24W mCharge 4',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu 15',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-15.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, April'","b'Available. Released 2018, April'",b'143 x 72 x 7.3 mm (5.63 x 2.83 x 0.29 in)',b'152 g (5.36 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.46 inches, 82.2 cm2 (~79.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 7.1.2 (Nougat); Flyme 7.3',b'No',"b'64/128 GB, 4 GB RAM'","b'20 MP, f/2.0'","b'2160p@30fps, 1080p@30fps'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',b'CDMA 800 & TD-SCDMA',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer'","b'LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'Ink, Yakin, Indigo, White'",,b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260)',b'Adreno 512',"b'12 MP, f/1.8, 1/2.3"", 1.55 \xc2\xb5m, dual pixel PDAF/Laser AF, 4-axis OIS 20 MP, 1/2.8"", 1.0 \xc2\xb5m, AF, portraits only'","b'Six-LED dual-tone flash, HDR, panorama'",,,,b'Non-removable Li-Ion 3000 mAh battery',b'About 400 EUR',,b'Fast battery charging 24W mCharge 4',,,,,,,,,,,,,"b'Contrast ratio: Infinite (nominal), 4.082 (sunlight)'",b'Photo / Video',b'Voice 77dB / Noise 74dB / Ring 80dB',b'Noise -93.2dB / Crosstalk -93.9dB',b'Endurance rating 77h',,,,,,,,,b'Basemark OS II: 2650 / Basemark OS II 2.0: 2485Basemark X: 20836',,,,
b'meizu',b'Meizu 15 Lite',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m15.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2018, April'","b'Available. Released 2018, May'",b'143.6 x 72.4 x 7.5 mm (5.65 x 2.85 x 0.30 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD capacitive touchscreen, 16M colors'","b'5.46 inches, 82.2 cm2 (~79.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 7.1.2 (Nougat); Flyme 7',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64 GB, 4 GB RAM'","b'12 MP, f/1.9, 1.4 \xc2\xb5m, dual pixel PDAF'",b'1080p@30fps',"b'20 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',b'CDMA 800 & TD-SCDMA',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Active noise cancellation with dedicated mic',"b'Black, Gold, Red'",,b'Qualcomm MSM8953-Pro Snapdragon 626 (14 nm)',b'Octa-core 2.2 GHz Cortex-A53',b'Adreno 506',,"b'Six-LED dual-tone flash, HDR, panorama'",,,b'15 Lite',b'Non-removable Li-Ion 3000 mAh battery',b'About 240 EUR',,b'Fast battery charging 18W',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu E3',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-e3.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2018, March'","b'Available. Released 2018, April'",b'156.8 x 75 x 7.6 mm (6.17 x 2.95 x 0.30 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.99 inches, 92.6 cm2 (~78.7% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~403 ppi density)'",b'Android 7.1.2 (Nougat); Flyme 7',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64/128 GB, 6 GB RAM'","b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',b'CDMA 800 & TD-SCDMA',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'2.0, Type-C 1.0 reversible connector'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'",b'CDMA2000 1xEV-DO',"b'Black Stone, Moonlight Silver, Champagne Gold'",,b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core 1.8 GHz Kryo 260',b'Adreno 509',"b'12 MP, f/1.9, 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF 20 MP, f/2.6, 1/2.8"", 1.0\xc2\xb5m, PDAF'","b'Dual-LED dual tone flash, HDR, panorama'",,,,b'Non-removable Li-Ion 3360 mAh battery',b'About 280 EUR',,b'Fast battery charging 24W mCharge 3 (53% in 30 min)',,,,,"b'Front glass, aluminum body'",,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu M6s',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m6s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 40(2300)'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'152 x 72.5 x 8 mm (5.98 x 2.85 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.7 inches, 83.8 cm2 (~76.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat); Flyme 6.2',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32/64 GB, 3 GB RAM'","b'16 MP, f/2.0, PDAF'",b'1080p@30fps',"b'8 MP, f/2.0'",b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 3000 mAh battery',"b'Black, Silver, Gold, Blue'",,b'Exynos 7872 (14 nm)',b'Hexa-core (4x1.6 GHz Cortex-A53 & 2x2.0 GHz Cortex-A73)',b'Mali-G71 MP1',,b'Dual-LED dual-tone flash',,,b'M6s',,b'About 150 EUR',,b'Fast battery charging 18W',,,,,"b'Front glass, aluminum body'",,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu M6',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m6--.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE'","b'2017, September'","b'Available. Released 2017, September'",b'148.2 x 72.8 x 8.3 mm (5.83 x 2.87 x 0.33 in)',b'143 g (5.04 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.2 inches, 74.5 cm2 (~69.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 7 (Nougat); Flyme 7.3',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 3 GB RAM or 16 GB, 2 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'8 MP, f/2.0'",b'',b'Yes',b'Yes',b'Non-removable Li-Ion 3070 mAh battery',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,"b'Moonlight Silver, Champagne Gold, Matte Black, Electric Light Blue'",,b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'Dual-LED dual-tone flash',,,"b'M6, MZ-MEIZU M6'",,b'About 130 EUR',,b'Fast battery charging 24W mCharge',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu M6 Note',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m6-note.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)'","b'HSPA, LTE'","b'2017, August'","b'Available. Released 2017, September'",b'154.6 x 75.2 x 8.4 mm (6.09 x 2.96 x 0.33 in)',b'173 g (6.10 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 82.6 cm2 (~71.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 7.1.2 (Nougat); Flyme 7.3',"b'microSD, up to 256 GB'","b'16/64 GB, 4 GB RAM or 32 GB, 3 GB RAM'","b'16 MP, f/2.0'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',b'CDMA 800',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 4000 mAh battery',"b'Black, Blue, Gold'",,b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',"b'12 MP, f/1.9, 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF 5 MP, f/2.0, AF'","b'quad-LED dual-tone flash, HDR, panorama'",,,"b'M6 Note, MZ-M6 Note'",,b'About 170 EUR',,b'Fast battery charging 24W mCharge',,,,,"b'Front glass, aluminum body'",,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu Pro 7 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-pro-7-plus.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE-A'","b'2017, July'","b'Available. Released 2017, August'",b'157.3 x 77.2 x 7.3 mm (6.19 x 3.04 x 0.29 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.7 inches, 88.5 cm2 (~72.9% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~518 ppi density)'",b'Android 7.0 (Nougat); Flyme 7.3',b'No',"b'64/128 GB, 6 GB RAM'","b'12 MP, f/2.0, 1/2.9"", 1.25\xc2\xb5m, PDAF'",b'2160p@30fps',"b'16 MP, f/2.0'",b'',b'Yes',b'Yes',b'CDMA2000 1xEV-DO & TD-SCDMA',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'Type-C 1.0 reversible connector',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Secondary 2"" AMOLED display, 240 x 536 pixels'","b'Black, gold, silver'",,b'Mediatek MT6799 Helio X30 (10 nm)',"b'Deca-core (2x2.6 GHz Cortex-A73, 4x1.9 GHz Cortex-A35, 4x2.2 GHz Cortex-A53)'",b'PowerVR 7XTP',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,b'PRO 7 Plus',b'Non-removable Li-Ion 3500 mAh battery',b'About 500 EUR',,b'Fast battery charging 24W mCharge 4 (45% in 30 min)',,,,,b'Aluminum body',,,,,,,,"b'Contrast ratio: Infinite (nominal), 4.147 (sunlight)'",b'Photo / Video',b'Voice 87dB / Noise 72dB / Ring 90dB',b'Noise -92.1dB / Crosstalk -92.8dB',b'Endurance rating 70h',,,,,,,,,b'Basemark OS II 2.0: 2380 / Basemark X: 22472',,,,
b'meizu',b'Meizu Pro 7',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-pro-7.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE-A'","b'2017, July'","b'Available. Released 2017, August'",b'147.6 x 70.7 x 7.3 mm (5.81 x 2.78 x 0.29 in)',b'163 g (5.75 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.2 inches, 74.9 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~423 ppi density)'",b'Android 7.0 (Nougat); Flyme 7.3',b'No',"b'64/128 GB, 4 GB RAM'","b'12 MP, f/2.0, 1/2.9"", 1.25\xc2\xb5m, PDAF'","b'2160p@30fps, 1080p@30fps'","b'16 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',b'CDMA2000 1xEV-DO & TD-SCDMA',"b'Wi-Fi 802.11 a/b/g/n or a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'Type-C 1.0 reversible connector',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Secondary 2"" AMOLED display, 240 x 536 pixels'","b'Black, gold, red'",,b'Mediatek MT6757T Helio P25 (16 nm) - standard editionMediatek MT6799 Helio X30 (10 nm) - high edition',"b'Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Deca-core (2x2.6 GHz Cortex-A73, 4x1.9 GHz Cortex-A35, 4x2.2 GHz Cortex-A53)'",b'Mali-T880MP2PowerVR 7XTP',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,"b'PRO 7, MZ-PRO 7'",b'Non-removable Li-Ion 3000 mAh battery',b'About 400 EUR',,b'Fast battery charging 24W mCharge 3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu M5c',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m5c-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)'","b'HSPA, LTE'","b'2017, May'","b'Available. Released 2017, June'",b'144 x 70.5 x 8.3 mm (5.67 x 2.78 x 0.33 in)',b'135 g (4.76 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 6',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16 GB, 2 GB RAM'","b'8 MP, f/2.0, AF'",b'720p@30fps',"b'5 MP, f/2.2'",b'',b'Yes',b'Yes',b'Non-removable 3000 mAh battery',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro (digital), proximity, compass'",,"b'Black, Blue, Red, Gold, Pink'",,b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP1',,"b'Dual-LED dual-tone flash, panorama'",,,"b'M5c, MZ-M5c'",,b'About 140 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu E2',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-e2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2017, April'","b'Available. Released 2017, April'",b'153.7 x 75.7 x 7.5 mm (6.05 x 2.98 x 0.30 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 82.6 cm2 (~71.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 7 (Nougat); Flyme 6',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 3400 mAh battery',"b'Black, Gold, Silver'",,b'Mediatek MT6757 Helio P20 (16 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)',b'Mali-T880MP2',,"b'Quad-LED dual-tone flash, HDR, panorama'",,,,,b'About 210 EUR',,b'Fast battery charging 24W mCharge 3',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu M5s',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',b'LTE 1800 / 2100 / 2600 TD-LTE 2300 / 2600',"b'HSPA, LTE'","b'2017, February'","b'Available. Released 2017, February'",b'148.2 x 72.5 x 8.4 mm (5.83 x 2.85 x 0.33 in)',b'143 g (5.04 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.2 inches, 74.5 cm2 (~69.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 5.2',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16/32 GB, 3 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Non-removable Li-Ion 3000 mAh battery',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro (digital), proximity, compass'",,"b'Champanage Gold, Rose Gold, Stay Gray, Moonlight Silver'",,b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',,b'Dual-LED dual-tone flash',,,"b'M5s, MZ-M5s'",,b'About 130 EUR',,b'Fast battery charging 24W mCharge',,,,,,,,,,,,,"b'Contrast ratio: 955:1 (nominal), 2.580 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 69dB / Ring 84dB',b'Noise -91.3dB / Crosstalk -86.1dB',b'Endurance rating 56h',,,,,,,,,b'Basemark OS II: 842 / Basemark OS II 2.0: 781Basemark X: 4646',,,,
