Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,CPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,,Stand-by,Talk time,Colors,4G bands,Chipset,GPU,_1,Price,_1_1,NFC,Music play,Protection,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Infrared port,SAR EU,SAR,Alert types,Languages,Clock,Alarm,Charging,Features_1,Models
b'qmobile',b'QMobile Noir Z7',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-z7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 42.2/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in)',b'97.7 g (3.46 oz)',b'Micro-SIM',"b'AMOLED capacitive touchscreen, 16M colors'","b'4.8 inches, 63.5 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'",b'Android 4.4.2 (KitKat)',b'Octa-core 1.7 GHz Cortex-A7',b'No',"b'16 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 2050 mAh battery',,,b'Black',,b'Mediatek MT6592 (28 nm)',b'Mali-450MP4',,b'About 210 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Linq L10',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-l10.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'146.2 x 74.2 x 8.8 mm (5.76 x 2.92 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~63.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',,,b'Black',,b'Qualcomm MSM8252',,,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir LT250',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-lt250.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',"b'HSPA, LTE Cat3 100/50 Mbps'","b'2015, February'","b'Available. Released 2015, February'",b'140.1 x 67.5 x 8.8 mm (5.52 x 2.66 x 0.35 in)',b'119 g (4.20 oz)',b'Micro-SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.7 inches, 60.9 cm2 (~64.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.7 GHz',"b'microSD, up to 32 GB (dedicated slot)'","b'4 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',b'Up to 162 h (2G) / Up to 162 h (3G)',b'Up to 14 h 50 min (2G) / Up to 8 h 40 min (3G)',b'Black',"b'LTE band 3(1800), 5(850), 20(800)'",b'Nvidia Tegra 4i',b'ULP GeForce',,b'About 150 EUR',,,,b'Corning Gorilla Glass 2',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir LT150',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-lt150.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA, LTE'","b'2015, February'","b'Available. Released 2015, February'",b'137.5 x 68.5 x 8.9 mm (5.41 x 2.70 x 0.35 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'4.7 inches, 60.9 cm2 (~64.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~208 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1800 mAh battery',,,b'Black',"b'LTE band 1(2100), 3(1800), 7(2600)'",b'Mediatek MT6590',,,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X600',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x600.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'8.3 mm thickness',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Octa-core 1.4 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'16 GB, 2 GB RAM'","b'8 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Li-Ion 1800 mAh battery',,,b'Black',,b'Mediatek MT6592M (28 nm)',b'Mali-450MP4',,b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X700',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x700.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'140 x 70 x 7.9 mm (5.51 x 2.76 x 0.31 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~70.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Octa-core 1.4 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Li-Ion 1920 mAh battery',,,b'Black',,b'Mediatek MT6592M (28 nm)',b'Mali-450MP4',,b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X900',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x900.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'141.5 x 70.8 x 7.8 mm (5.57 x 2.79 x 0.31 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Octa-core 1.7 GHz Cortex-A7Octa-core 1.4 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'16 GB, 2 GB RAM8 GB, 1 GB RAM'","b'13 MP, AF 8 MP, AF'","b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Li-Ion 2100 mAh battery',,,b'Black',,b'Mediatek MT6592 (28 nm)Mediatek MT6592M (28 nm)',b'Mali-450MP4',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X60',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x60.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, January'","b'Available. Released 2015, January'",b'125 x 63.2 x 9 mm (4.92 x 2.49 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~57.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'","b'5 MP, AF'",b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1500 mAh battery',,,b'Black',,b'MediaTek MT6582 (28 nm)',b'Mali-400MP2',,b'About 90 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X80',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x80.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, January'","b'Available. Released 2015, January'",b'124.1 x 63.8 x 9.9 mm (4.89 x 2.51 x 0.39 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Dual-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'5 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1500 mAh battery',,,b'Black',,b'MediaTek MT6572 (28 nm)',b'Mali-400',,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X90',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x90.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, January'","b'Available. Released 2015, January'",b'9.3 mm thickness',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Dual-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1800 mAh battery',,,b'Black',,b'MediaTek MT6572A',b'Mali-400',,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X550',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x550.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, January'","b'Available. Released 2015, January'",b'139.1 x 69.2 x 7.9 mm (5.48 x 2.72 x 0.31 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.7 inches, 60.9 cm2 (~63.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'",b'8 MP',b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1800 mAh battery',,,b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Linq X300',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-linq-x300.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, December'","b'Available. Released 2014, December'",b'136 x 64.6 x 9 mm (5.35 x 2.54 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~63.5% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'Dual-LED flash',b'720p',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1800 mAh battery',,,b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 110 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Linq X100',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x100.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, December'","b'Available. Released 2014, December'",b'128 x 64.3 x 9.5 mm (5.04 x 2.53 x 0.37 in)',b'-',b'Dual SIM',"b'Capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~67.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'",b'5 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X35',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x35.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, December'","b'Available. Released 2014, December'",b'124.8 x 63.5 x 10.5 mm (4.91 x 2.5 x 0.41 in)',b'-',b'Dual SIM',"b'TFT touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Dual-core 1.0 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'3.15 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1450 mAh battery',,,b'Black',,b'MediaTek MT6572 (28 nm)',b'Mali-400',,b'About 60 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X400',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x400.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, November'","b'Available. Released 2014, November'",b'131 x 65 x 7.8 mm (5.16 x 2.56 x 0.31 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~65.5% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, panorama'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1800 mAh battery',b'Up to 230 h (2G) / Up to 230 h (3G)',b'Up to 16 h (2G) / Up to 10 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 90 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X500',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x500.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, November'","b'Available. Released 2014, November'",b'137.8 x 68 x 8.8 mm (5.43 x 2.68 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.7 inches, 60.9 cm2 (~65.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile M800',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-m800.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2014, September'","b'Available. Released 2014, September'",b'126.5 x 55.6 x 13.3 mm (4.98 x 2.19 x 0.52 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,"b'microSD, up to 16 GB'","b'64 MB, 64 MB RAM'",b'Yes',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'FM radio',b'microUSB 2.0',b'No',b'No',,,b'Black',,,,b'QApps MP4/H.263 player Organizer Voice memo',b'About 20 EUR',b'Li-Ion 1800 mAh battery',,,,b'No',b'No',b'Yes',b'Yes',b'SMS',b'Downloadable',b'No',,,,,,,,,,,,
b'qmobile',b'QMobile Noir i7',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-i7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, September'","b'Available. Released 2014, September'",b'137 x 68 x 8.8 mm (5.39 x 2.68 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~59.9% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir M90',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-m90.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, September'","b'Available. Released 2014, September'",b'144 x 72 x 10.5 mm (5.67 x 2.83 x 0.41 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, panorama'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 4200 mAh battery',b'Up to 555 h (2G) / Up to 555 h (3G)',b'Up to 31 h 30 min (2G) / Up to 24 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X800',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x800.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, September'","b'Available. Released 2014, September'",b'138 x 68 x 7.6 mm (5.43 x 2.68 x 0.30 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.7 inches, 60.9 cm2 (~64.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Octa-core 1.4 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'16 GB, 2 GB RAM8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,,b'Black',,b'Mediatek MT6592M (28 nm)',b'Mali-450MP4',,b'About 110 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile B100TV',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-b100.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2014, August'","b'Available. Released 2014, August'",b'114 x 49.6 x 13.2 mm (4.49 x 1.95 x 0.52 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~31.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,"b'microSD, up to 16 GB'","b'32 MB, 8 MB RAM'",b'Yes',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'Wireless FM radio',b'microUSB 2.0',b'No',b'No',,,b'Black',,,,b'QApps MP4/H.263 player Organizer Voice memo',b'About 20 EUR',b'Li-Ion 1000 mAh battery',,,,b'No',b'No',b'Yes',b'Yes',b'SMS',b'Downloadable',b'No',,,,,,,,,,,,
b'qmobile',b'QMobile Noir A115 ATV',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a115.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2014, August'","b'Available. Released 2014, August'",b'125 x 64.5 x 12.1 mm (4.92 x 2.54 x 0.48 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'3.97 inches, 3.97, 44.9 cm2 (~55.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~235 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Dual-core 1.0 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'512 MB, 512 MB RAM'",b'3.15 MP',b'LED flash',b'480p',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6572M (28 nm)',b'Mali-400',,b'About 60 EUR',,,,,b'Class 12',b'Class 12',,,,,,,,,,,,,,,,,
