Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,CPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,,Stand-by,Talk time,Colors,4G bands,Chipset,GPU,_1,Price,_1_1,NFC,Music play,Protection,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Infrared port,SAR EU,SAR,Alert types,Languages,Clock,Alarm,Charging,Features_1,Models
b'qmobile',b'QMobile Noir S5',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-s5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, August'","b'Available. Released 2015, August'",b'141 x 68.4 x 7.5 mm (5.55 x 2.69 x 0.30 in)',b'-',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'AMOLED capacitive touchscreen, 16M colors'","b'4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'",b'Android 5.0 (Lollipop)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 64 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, gravity'",b'Li-Ion 2300 mAh battery',b'Up to 750 h (2G) / Up to 675 h (3G)',b'Up to 24 h (2G) / Up to 12 h (3G)',b'Black/White',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 130 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,b'LED flash',
b'qmobile',b'QMobile Linq L15',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-linq-l15.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, July'","b'Available. Released 2015, July'",b'143 x 71 x 8.5 mm (5.63 x 2.80 x 0.33 in)',b'-',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 64 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2800 mAh battery',b'Up to 374 h (3G)',b'Up to 9 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,,,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir Z9',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-z9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, July'","b'Available. Released 2015, July'",b'141 x 68 x 5.1 mm (5.55 x 2.68 x 0.20 in)',b'97 g (3.42 oz)',b'Nano-SIM',"b'AMOLED capacitive touchscreen, 16M colors'","b'4.8 inches, 63.5 cm2 (~66.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'",b'Android 5.0 (Lollipop)',b'Quad-core 1.2 GHz Cortex-A53',b'No',"b'16 GB, 2 GB RAM'","b'8 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Non-removable Li-Po 2000 mAh battery',b'Up to 345 h (3G)',b'Up to 8 h (3G)',b'Black',"b'LTE band 3(1800), 5(850), 20(800)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Adreno 306',,b'About 230 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile A1',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-a1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 2100',b'HSPA 42.2/11.5 Mbps',"b'2015, July'","b'Available. Released 2015, July'",b'132 x 67 x 9.2 mm (5.20 x 2.64 x 0.36 in)',b'138 g (4.87 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.5 inches, 44.2 cm2 (~50.0% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~245 ppi density)'","b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 64 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",b'Li-Ion 1700 mAh battery',b'Up to 160 h (3G)',b'Up to 8 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir S1',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-s1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 2100',b'HSPA 42.2/11.5 Mbps',"b'2015, July'","b'Available. Released 2015, July'",b'143 x 71.8 x 8.9 mm (5.63 x 2.83 x 0.35 in)',b'152 g (5.36 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 5.0 (Lollipop)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 64 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'720p',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, LE'",b'A-GPS only',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion 2000 mAh battery',b'Up to 200 h (3G)',b'Up to 10 h (3G)',b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,b'S1'
b'qmobile',b'QMobile Power3',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-power3.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2015, June'","b'Available. Released 2015, June'",b'124.5 x 51.5 x 13.5 mm (4.90 x 2.03 x 0.53 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~27.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,"b'microSD, up to 16 GB'","b'32 MB, 32 MB RAM'",b'Yes',b'LED flash',b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'FM radio',b'microUSB 2.0',b'No',b'No',,,b'Black',,,,b'MP4/H.263 player Organizer Voice memo',b'About 20 EUR',b'Li-Ion 2500 mAh battery',,,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, MMS'",b'Downloadable',b'No',,,,,,,,,,,,
b'qmobile',b'QMobile T50 Bolt',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-bolt-t50.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, June'","b'Available. Released 2015, June'",b'124 x 64.5 x 11.2 mm (4.88 x 2.54 x 0.44 in)',b'-',b'Dual SIM',"b'Capacitive touchscreen, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'1.0 GHz',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'VGA',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1200 mAh battery',b'Up to 155 h (3G)',b'Up to 4 h 30 min (3G)',b'Black',,b'Spreadtrum 7715',,,b'About 50 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile T200 Bolt',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-t200.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, June'","b'Available. Released 2015, June'",b'124 x 64.5 x 11.2 mm (4.88 x 2.54 x 0.44 in)',b'-',b'Dual SIM',b'TFT capacitive touchscreen',"b'4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.2 GHz',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'2 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1450 mAh battery',b'Up to 279 h',b'Up to 5 h',b'Black',,b'Spreadtrum 7731',,,b'About 60 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X950',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x950.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA 21.1/5.76 Mbps, LT\xd0\x95'","b'2015, June'","b'Available. Released 2015, June'",b'139 x 68 x 5.9 mm (5.47 x 2.68 x 0.23 in)',b'-',b'Dual SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~72.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Octa-core 1.5 GHz Cortex-A53',"b'microSD, up to 32 GB'","b'16 GB, 2 GB RAM'",b'13 MP',"b'LED flash, HDR, panorama'",b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 2500 mAh battery',,,b'Black',"b'LTE band 1(2100), 3(1800), 7(2600)'",b'Mediatek MT6752M',b'Mali-T760MP2',,b'About 200 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile QTab V10',b'https://cdn2.gsmarena.com/vv/bigpic/qtab-v10.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 42.2/11.5 Mbps',"b'2015, May'","b'Available. Released 2015, May'",b'-',b'-',b'Nano-SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'7.85 inches, 190.8 cm2'","b'768 x 1024 pixels, 4:3 ratio (~163 ppi density)'",b'Android 4.4 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB (dedicated slot)'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",,b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',"b'Stereo FM radio, RDS'","b'microUSB 2.0, USB Host'","b'Accelerometer, compass'",b'Li-Ion 4700 mAh battery',,,b'Black',,b'Mediatek MT8382 (28 nm)',b'Mali-400MP2',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Explorer 3G',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-explorer-3g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 7.2/5.76 Mbps',"b'2015, May'","b'Available. Released 2015, May'",b'131 x 56 x 12.4 mm (5.16 x 2.20 x 0.49 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'2.8 inches, 24.3 cm2 (~33.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,"b'microSD, up to 16 GB'","b'128 MB, 64 MB RAM'",b'2 MP',,b'320p@15fps',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'No',b'FM radio',b'microUSB 2.0',b'No',b'MP4/H.263 player Organizer Voice memo',,,b'Black',,,,b'Li-Ion 1450 mAh battery',b'About 40 EUR',,,,,,,b'Yes',b'Yes',"b'SMS(threaded view), MMS, Email, IM'",b'Downloadable',b'No',,,,,,,,,,,,
b'qmobile',b'QMobile Noir i8',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-i8.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, May'","b'Available. Released 2015, May'",b'139 x 71.6 x 8.8 mm (5.47 x 2.82 x 0.35 in)',b'151 g (5.33 oz)',"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'4.7 inches, 62.9 cm2 (~63.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~199 ppi density)'",b'Android 5.0 (Lollipop)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Li-Ion 2120 mAh battery',b'Up to 360 h (2G) / Up to 360 h (3G)',b'Up to 16 h 30 min (2G) / Up to 15 h 30 min (3G)',b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X450',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x450.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, May'","b'Available. Released 2015, May'",b'142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in)',b'150 g (5.29 oz)',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~64.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1950 mAh battery',b'Up to 162 h (2G) / Up to 108 h (3G)',b'Up to 13 h 30 min (2G) / Up to 9 h 30 min (3G)',b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,b'LED flash',
b'qmobile',b'QMobile Noir Z8 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-z8-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, May'","b'Available. Released 2015, May'",b'143.5 x 72 x 7.5 mm (5.65 x 2.83 x 0.30 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.2 GHz Cortex-A53',"b'microSD, up to 64 GB'","b'16 GB, 2 GB RAM'","b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, gyro, proximity'",b'Removable Li-Ion 2820 mAh battery',b'Up to 710 h (2G) / Up to 660 h (3G)',b'Up to 28 h (2G) / Up to 17 h (3G)',b'Black',"b'LTE band 3(1800), 5(850), 20(800)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Adreno 306',,b'About 180 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir X350',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-x350.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, April'","b'Available. Released 2015, April'",b'131.5 x 66 x 8.5 mm (5.18 x 2.60 x 0.33 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 256K colors'","b'4.5 inches, 55.8 cm2 (~64.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Po 1800 mAh battery',b'Up to 386 h (2G) / Up to 386 h (3G)',b'Up to 16 h 30 min (2G) / Up to 11 h (3G)',b'Black',,b'Mediatek MT6582V/X',b'Mali-400MP2',,b'About 110 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir LT600',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-lt600.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'HSPA, LTE'","b'2015, March'","b'Available. Released 2015, March'",b'143 x 70.7 x 6.9 mm (5.63 x 2.78 x 0.27 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, panorama'",b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',,,b'Black',"b'LTE band 39(1900), 40(2300), 41(2500)'",b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Adreno 305',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,b'LED flash',
b'qmobile',b'QMobile Noir M300',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-m300.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, March'","b'Available. Released 2015, March'",b'144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in)',b'180 g (6.35 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, panorama'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 5000 mAh battery',b'Up to 1090 h (2G) / Up to 1090 h (3G)',b'Up to 52 h (2G) / Up to 33 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile W1',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-w1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, March'","b'Available. Released 2015, March'",b'126 x 64 x 10.5 mm (4.96 x 2.52 x 0.41 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Microsoft Windows Phone 8.1',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'","b'5 MP, AF'",b'LED flash',b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1950 mAh battery',,,b'Black',,b'Qualcomm MSM8212 Snapdragon 200 (28 nm)',b'Adreno 302',,b'About 60 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir Z8',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-z8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, March'","b'Available. Released 2015, March'",b'143.5 x 72 x 7.5 mm (5.65 x 2.83 x 0.30 in)',b'120 g (4.23 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.2 GHz Cortex-A53',"b'microSD, up to 64 GB'","b'16 GB, 2 GB RAM'","b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, gyro, proximity'",b'Removable Li-Ion 2400 mAh battery',b'Up to 700 h (2G) / Up to 650 h (3G)',b'Up to 26 h (2G) / Up to 15 h (3G)',b'Black',"b'LTE band 3(1800), 5(850), 20(800)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Adreno 306',,b'About 170 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A750',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a750.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'144.5 x 73.8 x 8.9 mm (5.69 x 2.91 x 0.35 in)',b'158 g (5.29 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~64.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'16 GB, 1 GB RAM'","b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',b'Up to 220 h',b'Up to 8 h',b'Black',,b'Mediatek MT6589 (28 nm)',b'PowerVR SGX544',,b'About 220 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Linq X70',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-linq-x70.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2015, February'","b'Available. Released 2015, February'",b'128 x 63 x 9 mm (5.04 x 2.48 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 256K colors'","b'4.0 inches, 49.5 cm2 (~61.4% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~200 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'",b'5 MP',"b'LED flash, panorama, HDR'",b'1080p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1500 mAh battery',b'Up to 390 h (2G) / Up to 320 h (3G)',b'Up to 16 h (2G) / Up to 7 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 90 EUR',,,,,,,,,,,,,,,,,,,,,,,
