Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance,Triple,5G
b'eten',b'Eten glofiish X800',b'https://cdn2.gsmarena.com/vv/bigpic/eten-x800.gif',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSPA 1.8 Mbps',"b'2007, March. Released 2007, November'",b'Discontinued',b'113.5 x 60.5 x 15.8 mm (4.47 x 2.38 x 0.62 in)',b'146 g (5.15 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~35.4% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~286 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',b'microSD (dedicated slot)',"b'64 MB RAM, 256 MB ROM'","b'2 MP, AF'",b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11 b/g',b'2.0',"b'Yes, SiRF Star III chipset'",b'FM radio',b'Proprietary',b'',b'Pocket Office  eBook reader Windows MPlayer 10 Organizer Voice memo',b'Black',,,b'Samsung SC3 2440 500 MHz',,,,,,,"b'Removable Li-Po, 1530 mAh battery'",b'About 180 EUR',,,,,,,,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten glofiish M700',b'https://cdn2.gsmarena.com/vv/bigpic/eten-m700.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, November'",b'Discontinued',b'117.5 x 59 x 19.8 mm (4.63 x 2.32 x 0.78 in)',b'165 g (5.82 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~35.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'microSD (dedicated slot)',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11 b/g',b'2.0',"b'Yes, SiRF Star III chipset'",b'FM radio',b'miniUSB',b'',b'No',b'Silver',,,b'Samsung S3C2440 400 MHz',,,,,,,b'Removable Li-Ion 1530 mAh battery',b'About 290 EUR',,,b'Up to 200 h',b'Up to 7 h',b'Class 10',b'Class 10',,,,,,,,,,,,,,,b'QWERTY',b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten glofiish X500',b'https://cdn2.gsmarena.com/vv/bigpic/eten-x500.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, October'",b'Discontinued',b'113 x 59.5 x 15.5 mm (4.45 x 2.34 x 0.61 in)',b'146 g (5.15 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~36.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'microSD (dedicated slot)',"b'64 MB RAM, 128 MB ROM'",b'2 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11 b/g',b'2.0',"b'Yes, SiRF Star III chipset'",b'FM radio',b'miniUSB',b'',b'No',b'Silver',,,b'Samsung S3C2440 400 MHz',,,,,,,b'Removable Li-Ion 1530 mAh battery',b'About 290 EUR',,,b'Up to 200 h',b'Up to 7 h',b'Class 10',b'Class 10',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten M550',b'https://cdn2.gsmarena.com/vv/bigpic/eten-m550.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, April'",b'Discontinued',b'112 x 61 x 22 mm (4.41 x 2.40 x 0.87 in)',b'165 g (5.82 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~35.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'SD/SDIO',"b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',b'No',b'White',,,b'Samsung 2440 400 MHz',,,b'LED flash',,,,b'Removable Li-Ion 1440 mAh battery',b'About 220 EUR',,,b'Up to 200 h',b'Up to 4 h',b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten G500+',b'https://cdn2.gsmarena.com/vv/bigpic/eten-g500p.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, August'",b'Discontinued',b'119 x 62 x 23 mm (4.69 x 2.44 x 0.91 in)',b'191 g (6.74 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~32.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 256 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'No',b'2.0',"b'Yes, SiRF Star III chipset'","b'Stereo FM radio, RDS'",b'Proprietary',b'',b'No',b'',,,b'Samsung S3C 2440 400 MHz',,,b'LED flash',,,,b'Removable Li-Ion 1440 mAh battery',,,,b'Up to 200 h',b'Up to 4 h',b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten M600+',b'https://cdn2.gsmarena.com/vv/bigpic/eten-m600p.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, June'",b'Discontinued',b'111.7 x 60.7 x 22 mm (4.40 x 2.39 x 0.87 in)',b'174 g (6.14 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~35.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'SD/SDIO',"b'64 MB RAM, 256 MB ROM'",b'2 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b',b'2.0',b'No',b'No',b'Proprietary',b'',b'No',b'',,,b'Samsung S3C 2440 400 MHz',,,,,,,b'Removable Li-Ion 1440 mAh battery',b'About 320 EUR',,,b'Up to 200 h',b'Up to 4 h',b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten G500',b'https://cdn2.gsmarena.com/vv/bigpic/eten-g500.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2006, Q1'",b'Discontinued',b'119 x 62 x 23 mm (4.69 x 2.44 x 0.91 in)',b'191 g (6.74 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~32.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'miniSD',"b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'No',b'2.0',b'Yes',b'No',b'Proprietary',b'',b'No',b'',,,b'Samsung S3C2440 400 MHz',,,b'LED flash',,,,b'Removable Li-Ion 1440 mAh battery',b'About 300 EUR',,,b'Up to 220 h',b'Up to 4 h',b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten M600',b'https://cdn2.gsmarena.com/vv/bigpic/eten-m600.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2005, Q4'",b'Discontinued',b'111.7 x 60.7 x 22 mm (4.40 x 2.39 x 0.87 in)',b'165 g (5.82 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~35.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'SD/SDIO',"b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'Wi-Fi 802.11b',b'1.2',b'No',b'No',b'Proprietary',b'',b'No',b'',,,b'Samsung 2440 400 MHz',,,b'LED flash',,,,b'Removable Li-Ion 1440 mAh battery',b'About 310 EUR',,,b'Up to 200 h',b'Up to 4 h',b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten M500',b'https://cdn2.gsmarena.com/vv/bigpic/eten-m500.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2004, Q4'",b'Discontinued',b'111.7 x 60.7 x 22 mm (4.40 x 2.39 x 0.87 in)',b'170 g (6.00 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~35.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 2003 SE PocketPC',b'SD/SDIO',"b'64 MB RAM, 128 MB ROM'",b'1.3 MP',b'Yes',,,b'Yes',b'No',b'Handwriting recognition',b'No',b'1.1',b'No',b'No',b'Proprietary',b'',b'No',b'',,,b'Samsung S3C 2440 400 MHz',,,,,,,b'Removable Li-Ion 1440 mAh battery',,b'Yes',,b'Up to 200 h',b'Up to 4 h',b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten P300B',b'https://cdn2.gsmarena.com/vv/bigpic/eten-p300b.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2004, Q2'",b'Discontinued',b'117 x 67 x 23 mm (4.61 x 2.64 x 0.91 in)',b'165 g (5.82 oz)',b'Mini-SIM',"b'STN resistive touchscreen, 4096 colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~31.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 2003 PocketPC',b'SD/SDIO',"b'64 MB, 64 MB RAM'",,,,,b'Yes',b'No',b'No',b'No',b'1.1',b'No',b'No',b'Proprietary',b'',b'Pocket Office  eBook Reader Windows MPlayer 9 Organizer Predictive text input Voice memo',b'',,,b'Samsung 2410 200 MHz',,,,,,,b'Removable Li-Po 1300 mAh battery',,,,,,b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',b'Vibration; Downloadable polyphonic ringtones',,,,,,,
b'eten',b'Eten P300',b'https://cdn2.gsmarena.com/vv/bigpic/eten-p300.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2004, Q2'",b'Discontinued',b'117 x 67 x 23 mm (4.61 x 2.64 x 0.91 in)',b'165 g (5.82 oz)',b'Mini-SIM',"b'STN resistive touchscreen, 4096 colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~31.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 2003 PocketPC',b'SD/SDIO',"b'64 MB RAM, 32 MB ROM'",b'VGA',b'No',,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',b'Pocket Office  Windows MPlayer 9 Organizer Predictive text input Voice memo',b'',,,b'Samsung 2410 200 MHz',,,,,,,b'Removable Li-Po 1050 mAh battery',,b'Yes',,,,b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
b'eten',b'Eten P700',b'https://cdn2.gsmarena.com/vv/bigpic/eten-p700.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,"b'2004, Q1'",b'Discontinued',b'131 x 78 x 21 mm (5.16 x 3.07 x 0.83 in)',b'200 g (7.05 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.5 inches, 53 x 71 mm, 37.9 cm2 (~37.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'Microsoft Windows Mobile 2003 PocketPC',b'SD/SDIO',"b'64 MB, 64 MB RAM'",,,,,b'Yes',b'No',b'No',b'No',b'1.1',b'No',b'No',b'Proprietary',b'',b'Pocket Office  Windows MPlayer 9 Organizer Predictive text input Voice memo',b'',,,b'Intel PXA255 400 MHz',,,,,,,b'Removable Li-Ion 1440 mAh battery',,b'Yes',,,,b'Class 10',b'No',,,,,,,,,,,,,,,,b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,
