Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Charging,Colors,Price,Performance,Loudspeaker_1,Battery life,Dual,Models,Display,Camera,Audio quality,Dual_1,Talk time,SAR,Stand-by,Infrared port,SAR EU,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,Triple
motorola,Motorola MOTOSMART MIX XT550,https://cdn2.gsmarena.com/vv/bigpic/motorola-xt550.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Dolby Mobile SRS audio,HSDPA 2100,,HSPA,"2012, May. Released 2012, October",Discontinued,118 x 67.3 x 11.9 mm (4.65 x 2.65 x 0.47 in),131.5 g (4.62 oz),,Mini-SIM,MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo viewer Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","4.0 inches, 47.6 cm2 (~60.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Android 2.3.6 (Gingerbread),Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)",512 MB RAM,3.15 MP,,Yes,VGA,,,Yes,Yes,Removable Li-Ion 1735 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,Blak/White,About 80 EUR,,,,,,,,,,Up to 10 h,,Up to 300 h,,,,,,,,,,,Up to 30 h,,,,,,
motorola,Motorola MotoGO EX430,https://cdn2.gsmarena.com/vv/bigpic/motorola-motogo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 2100,,HSPA 7.2/0.384 Mbps,"2012, May. Released 2012, Q4",Discontinued,104 x 63.9 x 13 mm (4.09 x 2.52 x 0.51 in),100 g (3.53 oz),,Mini-SIM,SNS integration MP3/WAV/AAC player MP4/H.263 player Organizer Voice memo Predictive text input,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~22.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,MTK 6276W,,"microSD, up to 32 GB (dedicated slot), 2 GB included",50 MB,2 MP,,Yes,,,,Yes,Yes,Removable Li-Ion 910 mAh battery,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR",Yes,,FM radio,microUSB 2.0,,,White,About 130 EUR,,,,,,,,,,Up to 5 h,,Up to 350 h,,,,,QWERTY,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes,,,,,,,,
motorola,Motorola Motosmart Flip XT611,https://cdn2.gsmarena.com/vv/bigpic/motorola-motosmart-flip-xt611.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,HSDPA 850 / 1900,,HSPA,"2012, March. Released 2012, March",Discontinued,110 x 58.5 x 13.9 mm / 14.4 mm (w/ NFC),110 g (3.88 oz),,Mini-SIM,HSDPA 850 / 2100,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~47.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 2.3 (Gingerbread),Qualcomm MSM7227T-1 Snapdragon S1,800 MHz,Adreno 200,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM","5 MP, AF",LED flash,480p@26-30fps,VGA,,,Yes,Yes,Removable Li-Ion 1540 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",Optional,No,microUSB 2.0,"Accelerometer, proximity",,Black,About 150 EUR,,,,,,,,,,Up to 10 h (2G) / Up to 6 h (3G),,Up to 500 h (2G) / Up to 400 h (3G),,,,,,,,,,,,,,,,,
motorola,Motorola XT390,https://cdn2.gsmarena.com/vv/bigpic/motorola-xt390.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,HSDPA 850 / 2100,,HSPA 7.2/5.76 Mbps,"2012, April. Released 2012, Q4",Discontinued,116 x 63.5 x 11 mm (4.57 x 2.5 x 0.43 in),110 g (3.88 oz),,"Dual SIM (Mini-SIM, dual stand-by)",MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo viewer Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~49.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.6 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM",3.15 MP,,480p@30fps,,,,Yes,Yes,Removable Li-Ion battery,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,"Champagne, truffle black",About 210 EUR,,,,,,,,,,Up to 6 h,,Up to 220 h,,,,,,,,,,,,,,,,,
motorola,Motorola RAZR MAXX,https://cdn2.gsmarena.com/vv/bigpic/motorola-razr-maxx.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Splash resistant,HSDPA 850 / 900 / 1900 / 2100,,HSPA,"2012, April. Released 2012, May",Discontinued,130.7 x 68.9 x 9 mm (5.15 x 2.71 x 0.35 in),145 g (5.11 oz),,Micro-SIM,Active noise cancellation with dedicated mic,"Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~56.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Corning Gorilla Glass,"Android 2.3.6 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, AF",LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,Non-removable Li-Ion 3300 mAh battery,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 230 EUR,,Voice 70dB / Noise 66dB / Ring 81dB,Endurance rating 87h,,,Contrast ratio: 347 (nominal) / 3.420:1 (sunlight),Photo / Video,Noise -91.0dB / Crosstalk -91.1dB,,Up to 17 h 40 min,,Up to 607 h,,,,,,,,,,,,,,,,,
motorola,Motorola DEFY XT535,https://cdn2.gsmarena.com/vv/bigpic/motorola-defy-xt535.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,IP67 dust/water resistant (up to 1m for 30 mins),HSDPA 850 / 2100,,HSPA 7.2/5.76 Mbps,"2012, March. Released 2012, March",Discontinued,115 x 58.5 x 12 mm (4.53 x 2.30 x 0.47 in),115 g (4.06 oz),,Mini-SIM,Touch sensitive controls MotoSwitch UI,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~56.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Corning Gorilla Glass,Android 2.3.7 (Gingerbread),Qualcomm MSM7227A-0 AA Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","1 GB, 512 MB RAM","5 MP, AF",LED flash,480p@30fps,VGA,,,Yes,Yes,Removable Li-Ion 1650 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Brown, White",About 130 EUR,,,,,,,,,,Up to 9 h,1.48 W/kg (head)     1.43 W/kg (body),Up to 290 h,,,,,,,,,,,,,,,,,
motorola,Motorola GLEAM+ WX308,https://cdn2.gsmarena.com/vv/bigpic/motorola-gleam-plus.jpg,GSM,GSM 900 / 1800,Secondary external display with icons,,,,"2012, February. Released 2012, April",Discontinued,"107 x 52.5 x 13.5 mm, 75.8 cc (4.21 x 2.07 x 0.53 in)",105 g (3.70 oz),,Mini-SIM,No,"TFT,  256K colors","2.8 inches, 22.3 cm2 (~39.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,,"microSD, up to 16 GB (dedicated slot)",50 MB,2 MP,,Yes,,,,Yes,Yes,Removable Li-Ion 750 mAh battery,No,"2.1, A2DP, EDR",No,,"Stereo FM radio, RDS",microUSB 2.0,,,"Winter White, Silver",About 150 EUR,,,,,,,,,,Up to 4 h 50 min,,Up to 417 h,,,Yes,No,,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes,,,,,,,,
motorola,Motorola DROID 4 XT894,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid4-xt894.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,LTE band 13(700),"EV-DO Rev.A 3.1 Mbps, LTE, HSPA","2012, January. Released 2012, February",Discontinued,127 x 67.3 x 12.7 mm (5.0 x 2.65 x 0.5 in),178.9 g (6.28 oz),,Micro-SIM,HSDPA 850 / 900 / 1900 / 2100,"TFT capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~51.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~275 ppi density)",Corning Gorilla Glass,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, AF",LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,Non-removable Li-Ion 1785 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 260 EUR,,,,,,,,,,Up to 12 h 30 min,0.70 W/kg (head)     0.58 W/kg (body),Up to 204 h,,,,,QWERTY,,,,,,,,,,,,
motorola,Motorola DROID RAZR MAXX,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid-razr-maxx.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,LTE band 13(700),"EV-DO Rev.A 3.1 Mbps, LTE, HSPA","2012, January. Released 2012, January",Discontinued,130.7 x 68.9 x 9 mm (5.15 x 2.71 x 0.35 in),145 g (5.11 oz),,Micro-SIM,HSDPA 850 / 900 / 1900 / 2100,"Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~56.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Corning Gorilla Glass,"Android 2.3.6 (Gingerbread), upgradable to 4.1 (Jelly Bean)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot), 16 GB included","8 GB, 1 GB RAM","8 MP, AF",LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,Non-removable Li-Ion 3300 mAh battery,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 260 EUR,,,Endurance rating 61h,,,,,,,Up to 21 h 30 min,1.45 W/kg (head)     0.71 W/kg (body),Up to 380 h,,,,,,,,,,,,,,,,,
motorola,Motorola Motoluxe MT680,https://cdn2.gsmarena.com/vv/bigpic/motorola-motoluxe-mt680.jpg,GSM,GSM 900 / 1800 / 1900,No,TD-SCDMA,,HSPA,"2012, June. Released 2012, June",Discontinued,119.5 x 61.8 x 10.4 mm (4.70 x 2.43 x 0.41 in),136 g (4.80 oz),,Mini-SIM,MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 2.3.7 (Gingerbread),Marvell PXA920H,1.0 GHz,,"microSD, up to 32 GB (dedicated slot)","1 GB, 512 MB RAM","5 MP, AF",LED flash,480p@30fps,,,,Yes,Yes,Removable Li-Ion 1390 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,"White, Black",About 100 EUR,,,,,,,,,,Up to 5 h,1.17 W/kg (head)     1.13 W/kg (body),Up to 180 h,,,Class 10,Class 10,,,,,,,,,,,,,
motorola,Motorola Motoluxe XT389,https://cdn2.gsmarena.com/vv/bigpic/motorola-motoluxe-xt389.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,HSDPA 850 / 2100,,HSPA 7.2/5.76 Mbps,"2012, Q2. Released 2012, Q2",Discontinued,116 x 63.5 x 11 mm (4.57 x 2.5 x 0.43 in),98 g (3.46 oz),,Mini-SIM,HSDPA 850 / 1900,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~49.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.6 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM",3.15 MP,,480p@30fps,,,,Yes,Yes,Removable Li-Ion battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,"White, Black",About 110 EUR,,,,,XT389,,,,,Up to 5 h,1.29 W/kg (head)     1.27 W/kg (body),Up to 260 h,,,,,,,,,,,,,,,,,
motorola,Motorola Motoluxe,https://cdn2.gsmarena.com/vv/bigpic/motorola-motoluxe.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, January. Released 2012, March",Discontinued,117.7 x 60.5 x 9.9 mm (4.63 x 2.38 x 0.39 in),123.6 g (4.34 oz),,Mini-SIM,HSDPA 850 / 2100,TFT capacitive touchscreen,"4.0 inches, 44.1 cm2 (~61.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",,Android 2.3.7 (Gingerbread),Qualcomm MSM7227A-0 Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","1 GB, 512 MB RAM","8 MP, AF",LED flash,480p,VGA,,,Yes,Yes,Removable Li-Ion 1400 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,"Licorice, white",About 180 EUR,,,,,,,,,,Up to 6 h 30 min (2G) / Up to 4 h 30 min (3G),1.17 W/kg (head)     1.13 W/kg (body),Up to 450 h (2G) / Up to 400 h (3G),,,,,,,,,,,,,,,,,
motorola,Motorola Defy Mini XT321,https://cdn2.gsmarena.com/vv/bigpic/motorola-defy-mini-xt321.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Dust and water resistant,HSDPA 850 / 2100 - SIM 1 only,,HSPA,"2012, Q2. Released 2012, Q2",Discontinued,109 x 58.5 x 13 mm (4.29 x 2.30 x 0.51 in),-,,"Dual SIM (Mini-SIM, dual stand-by)",Touch sensitive controls,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~47.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Corning Gorilla Glass,Android 2.3.6 (Gingerbread),Qualcomm MSM7225A-1 Snapdragon S1,600 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM",3.15 MP,LED flash,480p@30fps,VGA,,,Yes,Yes,Removable Li-Ion 1650 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","2.1, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 160 EUR,,,,,,,,,,,1.08 W/kg (head)     1.49 W/kg (body),,,,,,,,,,,,,,,,,,
motorola,Motorola Defy Mini XT320,https://cdn2.gsmarena.com/vv/bigpic/motorola-defy-mini-xt320-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,HSDPA 900 / 2100,,HSPA,"2012, January. Released 2012, February",Discontinued,109 x 58.5 x 12.6 mm (4.29 x 2.30 x 0.50 in),107 g (3.77 oz),,Mini-SIM,HSDPA 850 / 2100,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~47.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Corning Gorilla Glass,Android 2.3.6 (Gingerbread),,600 MHz,,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM",3.15 MP,LED flash,Yes,VGA,,,Yes,Yes,Removable Li-Ion 1650 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 160 EUR,,,,,,,,,,Up to 10 h,1.08 W/kg (head)     1.49 W/kg (body),Up to 504 h,,,,,,,,,,,,,,,,,
motorola,Motorola XT319,https://cdn2.gsmarena.com/vv/bigpic/motorola-xt319.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Built-in kickstand,HSDPA 850 / 2100,,HSPA 7.2/0.384 Mbps,"2011, October. Released 2011, October",Discontinued,110 x 59.6 x 13.4 mm (4.33 x 2.35 x 0.53 in),109 g (3.84 oz),,Mini-SIM,Touch sensitive controls,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~46.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 2.3.4 (Gingerbread),Qualcomm MSM7227T-1 Snapdragon S1,800 MHz,Adreno 200,"microSD, up to 32 GB (dedicated slot), 2 GB included","512 MB, 256 MB RAM",3.15 MP,,480p@30fps,VGA,,,Yes,Yes,Removable Li-Ion 1390 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 130 EUR,,,,,,,,,,Up to 5 h 40 min,0.68 W/kg (head)     1.03 W/kg (body),Up to 200 h,,,,,,,,,,,,,,,,,
motorola,Motorola WX306,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx306.jpg,GSM,GSM 900 / 1800,No,,,,"2011, December. Released 2011, December",Discontinued,107 x 52.5 x 13.5 mm (4.21 x 2.07 x 0.53 in),-,,Mini-SIM,SNS applications MP3/AAC player MP4/H.263 player Calendar Calculator Currency converter Predictive text input,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~22.4% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,microSD (dedicated slot),50 MB,2 MP,,Yes,,,,Yes,Yes,Removable Li-Ion 910 mAh battery,No,"2.1, A2DP",No,,"FM radio, recording",miniUSB,,,Black,About 60 EUR,,,,,,,,,,Up to 5 h 30 min,1.65 W/kg (head)     0.71 W/kg (body),Up to 240 h,,,Yes,Yes,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes,Yes,,,,,,,
motorola,Motorola Fire,https://cdn2.gsmarena.com/vv/bigpic/motorola-fire-dual-chip.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Moto Switch UI,HSDPA 900 / 2100,,HSPA,"2011, December. Released 2012, Q2",Discontinued,116.5 x 58 x 13.5 mm (4.59 x 2.28 x 0.53 in),110 g (3.88 oz),,"Dual SIM (Mini-SIM, dual stand-by)",No,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~35.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Android 2.3 (Gingerbread),,,,"microSD, up to 32 GB (dedicated slot)",,3.15 MP,,Yes,,,,Yes,Yes,Removable Li-Ion 1400 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,"Black, White",About 100 EUR,,,,,,,,,,Up to 7 h,0.96 W/kg (head)     1.11 W/kg (body),Up to 260 h,,,,,QWERTY,,,,,,,,,,,,
motorola,Motorola MT917,https://cdn2.gsmarena.com/vv/bigpic/motorola-mt917.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Active noise cancellation with dedicated mic,HSDPA 1900 / 2100,,HSPA,"2011, December. Released 2011, December",Discontinued,132.5 x 69.9 x 8.5 mm (5.22 x 2.75 x 0.33 in),139 g (4.90 oz),,Mini-SIM,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input,"Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,Android 2.3 (Gingerbread),,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)",16 GB,"13 MP, AF",LED flash,1080p@30fps,Yes,,,Yes,Yes,Non-removable Li-Ion 1735 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 220 EUR,,,,,,,,,,Up to 12 h,,Up to 220 h,,,,,,,,,,,,,,,,,
motorola,Motorola XT928,https://cdn2.gsmarena.com/vv/bigpic/motorola-xt928.jpg,GSM / CDMA / HSPA / EVDO,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,,"HSPA, EV-DO Rev. A 3.1 Mbps","2011, December. Released 2011, December",Discontinued,134.8 x 67.6 x 9.9 mm (5.31 x 2.66 x 0.39 in),149 g (5.26 oz),,Mini-SIM,HSDPA 2100,"Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,Android 2.3 (Gingerbread),,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)",16 GB,"13 MP, AF",LED flash,1080p@30fps,Yes,,,Yes,Yes,Removable Li-Ion 1735 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 280 EUR,,,,,,,,,,Up to 7 h 40 min,,Up to 260 h,,,,,,,,,,,,,,,,,
motorola,Motorola DROID XYBOARD 8.2 MZ609 ,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid-xyboard-8.2.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE band 13(700) - Verizon,"HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.B","2011, December. Released 2011, December",Discontinued,216 x 139 x 9 mm (8.50 x 5.47 x 0.35 in),390 g (13.76 oz),,Mini-SIM,CDMA2000 1xEV-DO,"HD-IPS LCD capacitive touchscreen, 16M colors","8.2 inches, 195.0 cm2 (~64.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~184 ppi density)",Corning Gorilla Glass,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,No,"16/32 GB, 1 GB RAM","5 MP, AF",LED flash,720p@30fps,1.3 MP,,,"Yes, with stereo speakers",Yes,Non-removable Li-Ion 3960 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, gyro, compass, barometer",,Black,About 290 EUR,,,,,,,,,,Up to 6 h,,,Yes,,,,,,,,,,,,,,,,
motorola,Motorola DROID XYBOARD 10.1 MZ617,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid-xyboard-10.1.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE band 13(700) - Verizon,"HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.B","2011, December. Released 2011, December",Discontinued,259.9 x 173.6 x 8.8 mm (10.23 x 6.83 x 0.35 in),599 g (1.32 lb),,Mini-SIM,CDMA2000 1xEV-DO,"HD-IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~65.6% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Corning Gorilla Glass,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,No,"16/32/64 GB, 1 GB RAM","5 MP, AF",LED flash,720p@30fps,1.3 MP,,,"Yes, with stereo speakers",Yes,Non-removable Li-Ion 7000 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, gyro, compass, barometer",,Black,About 260 EUR,,,,,,,,,,Up to 10 h,,,Yes,,,,,,,,,,,,,,,,
motorola,Motorola XT532,https://cdn2.gsmarena.com/vv/bigpic/motorola-xt532.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Moto Switch UI,HSDPA 850 / 2100 - SIM 1 only,,HSPA,"2011, December. Released 2011, December",Discontinued,114 x 62 x 12 mm (4.49 x 2.44 x 0.47 in),115 g (4.02 oz),,"Dual SIM (Mini-SIM, dual stand-by)",MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo viewer Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.7 (Gingerbread),Qualcomm MSM7227T-1 Snapdragon S1,800 MHz,Adreno 200,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM","5 MP, AF",LED flash,Yes,VGA,,,Yes,Yes,Removable Li-Ion 1500 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 70 EUR,,,,,,,,,,Up to 6 h 20 min,,Up to 160 h,,,,,,,,,,,,,,,,,
