Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance,Triple,5G,Quad,Dual or Triple,Five
b'oppo',b'Oppo A59',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-a59.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500) - A59t'","b'HSPA, LTE'","b'2016, June'","b'Available. Released 2016, June'",b'154.5 x 76 x 7.4 mm (6.08 x 2.99 x 0.29 in)',b'160 g (5.64 oz)',b'Hybrid Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 3',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 3 GB RAM'","b'13 MP, f/2.0, PDAF'",b'1080p@30fps',"b'8 MP, f/2.2, 1/3.2"", 1.4\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',b'CDMA 800 - A59m',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'",b'TD-SCDMA',"b'Gold, Rose Gold'",,b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,"b'LED flash, HDR, panorama'",,,,b'Non-removable Li-Ion 3075 mAh battery',b'About 290 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo R9 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-r9.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2016, March'","b'Available. Released 2016, March'",b'163.1 x 80.8 x 7.4 mm (6.42 x 3.18 x 0.29 in)',b'185 g (6.53 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'Capacitive touchscreen, 16M colors'","b'6.0 inches, 99.2 cm2 (~75.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'","b'Android 5.1 (Lollipop), upgradable to 6 (Marshmallow); ColorOS 3'","b'microSD, up to 256 GB (uses shared SIM slot)'","b'64/128 GB, 4 GB RAM'","b'16 MP, f/2.0, 1/2.8"", PDAF'","b'2160p@30fps, 1080p@30fps'","b'16 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',b'CDMA 800',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',"b'microUSB 2.0, USB Host'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'CDMA2000 1xEV-DO & TD-SCDMA',b'Gold',b'Corning Gorilla Glass 4',b'Qualcomm MSM8976 Snapdragon 652 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53)',b'Adreno 510',,"b'LED flash, panorama, HDR'",,,b'X9079',b'Non-removable Li-Po 4120 mAh battery',b'About 550 EUR',,b'Fast battery charging 20W: 75% in 30 min (VOOC Flash Charge)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo F1 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-f1-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 40(2300), 41(2500)'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, March'","b'Available. Released 2016, March'",b'151.8 x 74.3 x 6.6 mm (5.98 x 2.93 x 0.26 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~73.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 3',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64 GB, 4 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'16 MP, f/2.0'",b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'microUSB 2.0, USB Host'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'",b'Non-removable Li-Po 2850 mAh battery',"b'Gold, Rose Gold'",b'Corning Gorilla Glass 4',b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,"b'LED flash, panorama, HDR'",,,"b'X9009, R9m'",,b'About 350 EUR',,b'Fast battery charging 20W: 75% in 30 min (VOOC Flash Charge)',,,,,"b'Front glass, aluminum body'",,,,,,,,"b'Contrast ratio: Infinite (nominal), 3.709 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 71dB / Ring 66dB',b'Noise -93.3dB / Crosstalk -94.1dB',b'Endurance rating 74h',,,,,,,,,b'Basemark OS II: 1114 / Basemark OS II 2.0: 1092Basemark X: 6204',,,,,
b'oppo',b'Oppo F1',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-f1.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, January'",b'143.5 x 71 x 7.3 mm (5.65 x 2.80 x 0.29 in)',b'134 g (4.73 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16 GB, 3 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4""'",b'1080p@30fps',b'Yes',b'Yes',b'Non-removable Li-Po 2500 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",,b'White/Gold',b'Corning Gorilla Glass 4',b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,"b'LED flash, HDR, panorama'",,,"b'F1f, F1w, F1fw, F1'",,b'About 230 EUR',,,,,,,"b'Front glass, aluminum body'",,,,,,,b'0.13 W/kg (head) \xc2\xa0 \xc2\xa0 0.34 W/kg (body)',"b'Contrast ratio: 897 (nominal), 2.53(sunlight)'",b'Photo / Video',,,b'Endurance rating 58h',,,,,,,,,b'Basemark OS II: 1055 / Basemark OS II 2.0: 961Basemark X: 5314',,,,,
b'oppo',b'Oppo A53',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-a53.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2015, November'","b'Available. Released 2015, December'",b'153 x 77 x 7.4 mm (6.02 x 3.03 x 0.29 in)',b'165 g (5.82 oz)',b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM)',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16 GB, 2 GB RAM'","b'13 MP, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',b'TD-SCDMA',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Non-removable Li-Ion 3075 mAh battery',b'White/Gold',,b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,"b'LED flash, HDR, panorama'",,b'Yes',,,b'About 200 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A33',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-a33.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2015, November'","b'Available. Released 2015, November'",b'142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in)',b'146 g (5.15 oz)',b'Dual SIM (Nano-SIM/ Micro-SIM)',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (dedicated slot)'","b'16 GB, 2 GB RAM'","b'8 MP, 1/3.2"", 1.4\xc2\xb5m, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',b'TD-SCDMA',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Non-removable Li-Po 2400 mAh battery',b'White',,b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',,"b'LED flash, HDR, panorama'",,,,,b'About 240 EUR',,,b'Up to 250 h (3G)',b'Up to 8 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Neo 7',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-neo-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 40(2300) - Global'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - 4G modelHSPA 21.1/5.76 Mbps - 3G model'","b'2015, October'","b'Available. Released 2015, October'",b'142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in)',b'141 g (4.97 oz)',b'Dual SIM (Nano-SIM/ Micro-SIM)',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD (dedicated slot), up to 256 GB (LTE model), 32 GB (3G model)'","b'16 GB, 1 GB RAM'","b'8 MP, f/2.0, 1/4"", AF'",b'1080p@30fps',"b'5 MP, f/2.4'",b'',b'Yes',b'Yes',b'HSDPA 2100 - India',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'HSDPA 850 / 900 / 2100 - 3G model',"b'Blue, White'",,b'Mediatek MT6582 - 3G modelQualcomm MSM8916 Snapdragon 410 (28 nm) - 4G model',b'Quad-core 1.3 GHz Cortex-A7 - 3G modelQuad-core 1.2 GHz Cortex-A53 - 4G model',b'Mali-400MP2Adreno 306',,"b'LED flash, HDR, panorama'",,,"b'A33f, A33w, A33fw'",b'Non-removable Li-Po 2420 mAh battery',b'About 140 EUR',,,b'Up to 218 h (3G)',b'Up to 16 h (3G)',,,"b'Aluminum frame, plastic back'",,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo R7s',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-r7s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan, USA'","b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 40(2300) - Global'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, October'","b'Available. Released 2015, December'",b'151.8 x 75.4 x 7 mm (5.98 x 2.97 x 0.28 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'","b'AMOLED capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~72.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 4 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'8 MP, f/2.4'",b'',b'Yes',b'Yes',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500) - Taiwan'","b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'","b'LTE band 1(2100), 2(1900), 4(1700/2100), 7(2600), 17(700) - USA'",b'Golden',b'Corning Gorilla Glass 3',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,"b'LED flash, panorama, HDR'",,,b'R7sf',b'Non-removable Li-Po 3070 mAh battery',b'About 260 EUR',,b'Fast battery charging 20W: 75% in 30 min (VOOC Flash Charge)',,,,,,,,,,,,,"b'Contrast ratio: Infinite (nominal), 3.964 (sunlight)'",b'Photo / Video',b'Voice 73dB / Noise 66dB / Ring 71dB',b'Noise -94.5dB / Crosstalk -94.9dB',b'Endurance rating 73h',,,,,,,,,b'Basemark OS II: 994 / Basemark OS II 2.0: 930Basemark X: 5302',,,,,
b'oppo',b'Oppo R7 lite',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-r7-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'HSDPA 850 / 900 / 1900 / 2100 - Global, Philippines'","b'LTE band 1(2100), 3(1800), 7(2600), 8(900), 40(2300) - Global'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September'","b'Available. Released 2015, October'",b'143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in)',b'147 g (5.19 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'","b'AMOLED capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16 GB, 2 GB RAM'","b'13 MP, PDAF'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300) - Philippines'","b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Active noise cancellation with dedicated mic',"b'Golden, Silver'",b'Corning Gorilla Glass 3',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,"b'Schneider-Kreuznach optics, LED flash, panorama, HDR'",,,b'R7kf',b'Non-removable Li-Po 2320 mAh battery',b'About 250 EUR',,b'Fast battery charging 20W: 75% in 30 min (VOOC Flash Charge)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo R5s',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-r5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 40(2300)'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, August'","b'Available. Released 2015, August'",b'148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in)',b'155 g (5.47 oz)',b'Micro-SIM',"b'AMOLED capacitive touchscreen, 16M colors'","b'5.2 inches, 74.5 cm2 (~67.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Android 4.4.4 (KitKat); ColorOS 2',b'No',"b'32 GB, 3 GB RAM'","b'13 MP, AF'","b'1080p@60fps, 720p@120fps'",b'5 MP',b'',b'Yes',b'No',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Non-removable Li-Po 2000 mAh battery',b'Gray',b'Corning Gorilla Glass 3',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,"b'LED flash, panorama, HDR'",,,,,b'About 200 EUR',,b'Fast battery charging 20W: 75% in 30 min (VOOC Flash Charge)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Mirror 5s',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE 700 / 850 / 900 / 1800 / 2100 / 2600 TD-LTE 2300',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, July'","b'Available. Released 2015, August'",b'143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (dedicated slot)'","b'16 GB, 2 GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',b'',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Non-removable Li-Po 2420 mAh battery',b'White',,b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',,"b'LED flash, HDR, panorama'",,,b'A51f',,,b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Mirror 5',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 -  3G model; International model',b'LTE 800 / 850 / 900 / 1800 / 2100 / 2600 TD-LTE 2300 - International model',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, July'","b'Available. Released 2015, August'",b'143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Android 5.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (dedicated slot)'","b'16 GB, 2 GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',b'HSDPA 850 / 900 / 1900 / 2100 - US model',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'LTE 700 / 1700 / 2100 / 2600 - US model',"b'White, Blue'",,b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',,"b'LED flash, HDR, panorama'",,,b'A51w',b'Non-removable Li-Po 2420 mAh battery',b'About 220 EUR',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Joy 3',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-joy3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',,b'HSPA',"b'2015, June. Released 2015, August'",b'Discontinued',b'132.8 x 66.6 x 9 mm (5.23 x 2.62 x 0.35 in)',b'135 g (4.76 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4 (KitKat); ColorOS 2',"b'microSD, up to 32 GB (dedicated slot)'","b'4 GB, 1 GB RAM'","b'5 MP, AF'",b'720p',b'2 MP',b'',b'Yes',b'Yes',b'Removable Li-Po 2000 mAh battery',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity'",,"b'White, Gray'",,b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',,"b'LED flash, HDR, panorama'",,,b'A11w',,b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo R7 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/oppo-r7-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan'","b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300) - Global'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, May'","b'Available. Released 2015, May'",b'158 x 82 x 7.8 mm (6.22 x 3.23 x 0.31 in)',b'192 g (6.77 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'","b'AMOLED capacitive touchscreen, 16M colors'","b'6.0 inches, 99.2 cm2 (~76.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'",b'Android 5.1.1 (Lollipop); ColorOS 2.1',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 3 GB RAM64 GB, 4 GB RAM'","b'13 MP, f/2.2, 1/3"", 1.12\xc2\xb5m, Laser AF'","b'1080p@60fps, 720p@120fps'","b'8 MP, f/2.4'",b'',b'Yes',b'Yes',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB Host'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 40(2300) - Taiwan'","b'Golden, Silver'",b'Corning Gorilla Glass 3',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,"b'Schneider-Kreuznach optics, dual-LED flash, panorama, HDR'",,,b'R7plusf',b'Non-removable Li-Po 4100 mAh battery',b'About 430 EUR',,b'Fast battery charging 20W: 75% in 30 min (VOOC Flash Charge)',,,,,,,,,,,,,"b'Contrast ratio: Infinite (nominal), 3.499 (sunlight)'",b'Photo / Video',b'Voice 73dB / Noise 72dB / Ring 79dB',b'Noise -94.3dB / Crosstalk -94.9dB',b'Endurance rating 94h',,,,,,,,,b'Basemark OS II: 913 / Basemark OS II 2.0: 968Basemark X: 5349',,,,,
