Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance,Triple,5G,Quad
b'jolla',b'Jolla Jolla C',b'https://cdn2.gsmarena.com/vv/bigpic/jolla-c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 20(800)'","b'HSPA, LTE'","b'2016, May'","b'Available. Released 2016, May'",b'142 x 72 x 9.6 mm (5.59 x 2.83 x 0.38 in)',b'150 g (5.29 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Sailfish 2.0',"b'microSD, up to 32 GB (dedicated slot)'","b'16 GB, 2 GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Android app compatibility MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/Flac player Document viewer Photo viewer',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion 2500 mAh battery (7.98 Wh)',b'Black/Red',,b'Qualcomm MSM8909v2 Snapdragon 212 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Adreno 304',,b'LED flash',,,,,b'About 170 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'jolla',b'Jolla Tablet',b'https://cdn2.gsmarena.com/vv/bigpic/jolla-tablet.jpg',b'No cellular connectivity',b'N/A',,,,"b'2014, November'",b'Cancelled',b'203 x 137 x 8.3 mm (7.99 x 5.39 x 0.33 in)',b'384 g (13.55 oz)',b'No',"b'IPS LCD capacitive touchscreen, 16M colors'","b'7.85 inches, 186.2 cm2 (~67.0% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~330 ppi density)'",b'Sailfish 2.0',"b'microSD, up to 256 GB (dedicated slot) - non microSDXC compliant'","b'32/64 GB, 2 GB RAM'","b'5 MP, AF'",b'1080p@60fps',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',b'Android app compatibility MP4/H.264 player MP3/WAV/eAAC+ player Photo/video editor Document viewer',"b'Wi-Fi 802.11 a/b/g/n, dual-band'",b'3.0',"b'A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB Host'","b'Accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 4450 mAh battery',b'Black',,b'Intel Atom Z3735F',b'Quad-core 1.8 GHz',,,,,,,,b'About 170 EUR',,,,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,,
b'jolla',b'Jolla Jolla',b'https://cdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',"b'LTE band 3(1800), 7(2600), 20(800)'","b'HSPA, LTE'","b'2013, May. Released 2013, November'",b'Discontinued',b'131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in)',b'141 g (4.97 oz)',b'Micro-SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~62.7% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'","b'Sailfish 1, upgradable to 2.0'","b'microSD, up to 32 GB (dedicated slot)'","b'16 GB, 1 GB RAM'","b'8 MP, f/2.4, AF'",b'1080p@30fps',b'2 MP',b'720p',b'Yes',b'Yes',b'Android app compatibility MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/Flac player Document viewer Photo viewer',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',b'2.0',"b'Accelerometer, gyro, proximity, compass'",b'Removable Li-Ion 2100 mAh battery (7.98 Wh)',"b'Black, Orange, Green, White'",b'Corning Gorilla Glass 2',b'Qualcomm Snapdragon 400 (28 nm)',b'Dual-core 1.4 GHz Krait 300',b'Adreno 305',,b'LED flash',,b'Yes',,,b'About 180 EUR',,,b'Up to 500 h (2G) / Up to 500 h (3G)',b'Up to 9 h (2G) / Up to 10 h (3G)',,,,,,,,,,b'0.55 W/kg (head) \xc2\xa0 \xc2\xa0 1.47 W/kg (body)',,,,,,,,,,,,,,,,,
