Brand,Model Name,Model Image,Technology,2G bands,,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Internal,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Stand-by,Talk time,Colors,Single,Video,Infrared port,3G bands,Speed,Features,Keyboard,OS,CPU,Languages,Single_1,Video_1,Chipset,Clock,Alarm
b'siemens',b'Siemens AL21',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-al21.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - US version',b'Class 8',b'No',"b'2005, November'",b'Discontinued',b'86.8 x 45.8 x 19.2 mm (3.42 x 1.80 x 0.76 in)',b'78 g (2.75 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",b'1.5 MB',b'No',b'Yes',b'Vibration; Polyphonic(32) ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',b'Yes + downloadable',"b'Yes, MIDP 1.0'",b'Removable Li-Ion 600 mAh battery',b'Up to 220 h',b'Up to 5 h',"b'Red Temptation, Black Magic'",,,,,,,,,,,,,,,
b'siemens',b'Siemens A31',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-a31.gif',b'GSM',b'GSM 900 / 1800',b'GSM 850 / 1900 - US version',b'Class 8',b'No',"b'2005, November'",b'Discontinued',"b'102 x 46 x 17.6 mm, 75 cc (4.02 x 1.81 x 0.69 in)'",b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",b'1.5 MB',b'No',b'Yes',b'Vibration; Polyphonic(32) ringtones',b'No',b'No',b'No',b'No',b'No',b'No',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',b'Yes + downloadable',"b'Yes, MIDP 1.0'",b'Removable Li-Ion 820 mAh battery',b'Up to 270 h',b'Up to 5 h',"b'Anthracite, Ruby Red'",,,,,,,,,,,,,,,
b'siemens',b'Siemens AF51',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-af51.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Second external 65K colors display, CSTN (96 x 64 pixels)'",b'Class 8',b'No',"b'2005, November'",b'Discontinued',b'79 x 41 x 19.6 mm (3.11 x 1.61 x 0.77 in)',b'80 g (2.82 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'Yes',b'Vibration; Polyphonic(32) ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, MMS'",b'WAP 1.2.1',b'Yes + downloadable',"b'Yes, MIDP 1.0'",b'Removable Li-Ion 620 mAh battery',b'Up to 220 h',b'Up to 5 h',"b'Panther Black, Dolphin Grey'",,,,,,,,,,,,,,,
b'siemens',b'Siemens ME75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-me75.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Dust, shock and splash resistant'",b'Class 10',b'No',"b'2005, October'",b'Discontinued',b'105 x 46 x 18 mm (4.13 x 1.81 x 0.71 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 4:3 ratio'",b'No',"b'1000 x 20 fields, Photo call'","b'100 dialed, 100 received, 100 missed calls'",b'10 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',b'Yes',b'Removable Li-Ion 1000 mAh battery',b'Up to 450 h',b'Up to 8 h',"b'Amazon Green, Atlas Grey'",b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens AP75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-ap75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way navigation key',b'Class 10',b'No',"b'2005, October'",b'Discontinued',b'102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in)',b'86 g (3.03 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",,b'500 KB free memory',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',b'No',b'Removable Li-Ion 860 mAh battery',b'Up to 161 h',b'Up to 5 h 40 min',b'Cosmic Grey',b'CIF',b'No',,,,,,,,,,,,,
b'siemens',b'Siemens AX72',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-ax72.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way navigation key',b'Class 8',b'No',"b'2005, October'",b'Discontinued',b'105.6 x 46.8 x 17.5 mm (4.16 x 1.84 x 0.69 in)',b'79 g (2.79 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",,b'1.5 MB free memory',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',b'Yes',"b'Yes, MIDP 1.0'",b'Removable Li-Ion 600 mAh battery',b'Up to 220 h',b'Up to 5 h',b'Basalt Black',,,,,,,,,,,,,,,
b'siemens',b'Siemens SG75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-sg75.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'CIF videocall camera',,,"b'2005, Sep'",b'Cancelled',"b'98 x 49.5 x 23 mm, 104 cc (3.86 x 1.95 x 0.91 in)'",b'123 g (4.34 oz)',b'Mini-SIM',"b'TFD, 256K colors'","b'2.0 inches, 30 x 40 mm, 12.6 cm2 (~26.0% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',b'RS-MMC',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",b'70 MB',b'Video telephony MP3 player Predictive text input Organizer',b'No',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, EMail, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Po 920 mAh battery',b'Up to 325 h',b'Up to 3 h 20 min',b'Metallic White',b'1.3 MP',b'Yes',,b'UMTS 2100',"b'Yes, 384 kbps'",,,,,,,,,,
b'siemens',b'Siemens SFG75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-sfg75.gif',b'GSM / UMTS',b'GSM 900 / 1800',"b'Second CSTN display (96 x 96 pixels), 65K colors Wallpapers Downloadable pictures'",,,"b'2005, Sep'",b'Discontinued',"b'90 x 45 x 24 mm, 97 cc (3.54 x 1.77 x 0.94 in)'",b'110 g (3.88 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 30 x 40 mm, 12.6 cm2 (~31.1% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',b'miniSD',"b'Yes, Photo call'","b'10 dialed, 10 received, 10 missed calls'",b'32 MB',b'CIF videocall camera',b'No',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 840 mAh battery',b'Up to 250 h',b'Up to 3 h',b'Silver Black',b'1.3 MP',b'Yes',b'Yes',b'UMTS 2100',"b'Yes, 384 kbps'",b'LED flash',,,,,,,,,
b'siemens',b'Siemens CC75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-cc75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way navigation key',b'Class 10',b'No',"b'2005, August'",b'Cancelled',"b'111 x 44 x 12.6 mm, 65 cc (4.37 x 1.73 x 0.50 in)'",b'80 g (2.82 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",b'3 MB',b'No',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes + downloadable',b'No',b'Removable Li-Ion 800 mAh battery (EBA-720)',b'Up to 270 h',b'Up to 3 h 30 min',b'Aluminium Silver',,,b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CF110',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-cf110.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'No',b'Class 8',b'No',"b'2005, August'",b'Discontinued',"b'83 x 45 x 18 mm, 68 cc (3.27 x 1.77 x 0.71 in)'",b'76.5 g (2.68 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'",b'1.5 MB',b'Predictive text input Organizer',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 1.0'",b'Removable Li-Ion 600 mAh battery (EBA-160)',b'Up to 220 h',b'Up to 5 h',"b'Moonlight Silver, Midnight Blue'",,,,,,,,,,,,,,,
b'siemens',b'Siemens C72',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-c72.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Download assistant for logos',b'Class 10',b'No',"b'2005, August'",b'Discontinued',b'105 x 47 x 18 mm (4.13 x 1.85 x 0.71 in)',b'86 g (3.03 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',b'Yes',"b'100 received, 100 dialed and 100 missed calls'",,b'No',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Email, Instant Messaging'",b'WAP 2.0/xHTML',b'2',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery',b'Up to 300 h',b'Up to 5 h',b'Liquid Silver',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens S75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-s75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'100 short messages',b'Class 10',b'Yes',"b'2005, Q2'",b'Discontinued',"b'103 x 47 x 18.5 mm, 84 cc (4.06 x 1.85 x 0.73 in)'",b'99 g (3.49 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 28 x 38 mm, 11.2 cm2 (~23.1% screen-to-body ratio)'","b'132 x 176 pixels, 4:3 ratio (~116 ppi density)'","b'RS-MMC, up to 1 GB, 128 MB included'","b'1000 x 43 fields, Photo call'","b'100 dialed, 100 received, 100 missed calls'",b'20 MB',b'No',b'No',"b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, EMail, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 820 mAh battery',b'Up to 300 h',b'Up to 5 h',"b'Piano Black, Zirconia'",b'1.3 MP',b'Yes',b'Yes',,,b'LED flash',,,,,,,,,
b'siemens',b'Siemens SL75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-sl75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'No',b'Class 10',b'Yes',"b'2005, Q2'",b'Discontinued',"b'92 x 48 x 23 mm, 78 cc (3.62 x 1.89 x 0.91 in)'",b'99 g (3.49 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',"b'132 x 176 pixels, 4:3 ratio'",b'No',"b'1000 x 23 fields, Photo call'","b'100 dialed, 100 received, 100 missed calls'",b'52 MB',b'MP3/AAC/MP4 player Predictive text input Organizer Voice memo',b'No',"b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email, Instant Messaging'",b'WAP 2.0/xHTML',"b'SeaBattle, Wappo 2, Golf + downloadable'","b'Yes, MIDP 2.0'",b'Removable Li-Ion 700 mAh battery',b'Up to 300 h',b'Up to 5 h',"b'Pure Silver, Polar White, Onyx Black'",b'1.3 MP',b'Yes',,,,b'LED flash',,,,,,,,,
b'siemens',b'Siemens C75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-c75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way joystick Download assistant for logos',b'Class 10',b'No',"b'2005, May'",b'Discontinued',b'103 x 44 x 17 mm (4.06 x 1.73 x 0.67 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",b'No',"b'1000 x 20 fields, Photo call'","b'100 received, 100 dialed and 100 missed calls'",b'10 MB',b'100 short messages',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Email, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes',b'Yes',b'Removable Li-Ion 750 mAh battery',b'Up to 300 h',b'Up to 5 h 30 min',b'Palladium and Light Silver',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens SP65',b'https://cdn2.gsmarena.com/vv/bigpic/sisp65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Download assistant for logos',b'Class 10',b'No',"b'2005, March'",b'Discontinued',"b'109 x 48 x 18 mm, 85 cc (4.29 x 1.89 x 0.71 in)'",b'98 g (3.46 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.1 inches, 32 x 42 mm, 13.7 cm2 (~26.1% screen-to-body ratio)'","b'132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)'",b'RS-MMC',b'1000 x 20 fields',"b'100 dialed, 100 received, 100 missed calls'",,b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Email, Instant messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery',b'Up to 250 h',b'Up to 5 h',"b'Steel black, Bordeaux'",,,b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens SXG75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-sxg75.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'64 MB free memory',,,"b'2005, Q1'",b'Discontinued',"b'111.5 x 53 x 20 mm, 108 cc (4.39 x 2.09 x 0.79 in)'",b'134 g (4.73 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 33 x 45 mm, 15.0 cm2 (~25.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",b'RS-MMC',b'250 entries',"b'10 dialed, 10 received, 10 missed calls'",b'128 MB',b'CIF videocall camera',b'Yes',"b'Vibration; Downloadable polyphonic ringtones, composer'",b'No',b'No',b'1.1',b'Yes',"b'Stereo FM radio, RDS'",b'Proprietary',b'',"b'SMS, MMS, EMail, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 1000 mAh battery',b'Up to 400 h',b'Up to 6 h',"b'Metallic White, Metallic Black'",b'2 MP',b'Yes',b'Yes',b'UMTS 2100',"b'Yes, 384 kbps'",,,,,,,,,,
b'siemens',b'Siemens M75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-m75.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Dust, shock and splash resistant Metal frame'",b'Class 10',b'No',"b'2005, Q1'",b'Discontinued',"b'110.5 x 51.5 x 20.8 mm, 104 cc (4.35 x 2.03 x 0.82 in)'",b'110 g (3.88 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 28 x 38 mm, 11.2 cm2 (~19.6% screen-to-body ratio)'","b'132 x 176 pixels, 4:3 ratio (~116 ppi density)'","b'RS-MMC, 32 MB included'","b'1000 x 20 fields, Photo call'","b'10 dialed, 10 received, 10 missed calls'",b'14 MB',b'No',b'No',"b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, EMail'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery',b'Up to 250 h',b'Up to 5 h',"b'Safari Green, Volcano Black'",b'1.3 MP',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CX75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-cx75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'No',b'Class 10',b'No',"b'2005, Q1'",b'Discontinued',"b'112 x 48 x 19 mm, 90 cc (4.41 x 1.89 x 0.75 in)'",b'98 g (3.46 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 28 x 38 mm, 11.2 cm2 (~20.8% screen-to-body ratio)'","b'132 x 176 pixels, 4:3 ratio (~116 ppi density)'",b'RS-MMC',"b'1000 x 20 fields, Photo call'","b'10 dialed, 10 received, 10 missed calls'",b'14 MB',b'Push and Talk MP3/AAC player Predictive text input Organizer SyncML',b'Yes',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, EMail, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery',b'Up to 250 h',b'Up to 5 h',"b'Titan grey, Sand silver'",b'1.3 MP',b'QCIF',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CF75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-cf75.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Second external 4K colors display, CSTN (96 x 64 pixels) 5-way navigation key'",b'Class 10',b'Yes',"b'2005, Q1'",b'Discontinued',"b'94 x 47 x 22 mm, 80 cc (3.70 x 1.85 x 0.87 in)'",b'91 g (3.21 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'No',"b'1000 x 20 fields, Photo call'","b'10 dialed, 10 received, 10 missed calls'",b'10 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, EMail'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 600 mAh battery',b'Up to 250 h',b'Up to 2 h 30 min',"b'Ocean blue, Pearl black'",b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CL75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-cl75.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Second external 65K colors display, CSTN (96 x 64 pixels)'",b'Class 10',b'No',"b'2005, Q1'",b'Discontinued',"b'87 x 44 x 23 mm, 74 cc (3.43 x 1.73 x 0.91 in)'",b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',b'128 x 160 pixels',b'No',"b'500 x 20 fields, Photo call'","b'10 dialed, 10 received, 10 missed calls'",b'11 MB',b'100 short messages',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Instant Messaging'",b'WAP 2.0/xHTML',"b'2- Angels&Clouds;, C\xc2\x92est La Vie + downloadable'","b'Yes, MIDP 1.0'",b'Removable Li-Ion 780 mAh battery',b'Up to 220 h',b'Up to 3 h',"b'Silk Flower Red,  Pin Striped Black'",b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens AX75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-ax75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - US version',b'Class 8',b'No',"b'2005, Q1'",b'Discontinued',"b'106 x 47 x 18 mm, 75 cc (4.17 x 1.85 x 0.71 in)'",b'76 g (2.68 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 7 lines, 1:1 ratio'",b'No',b'500 x 12 fields',"b'10 dialed, 10 received, 10 missed calls'",b'1.5 MB',b'4-way navigation key Softkeys',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',b'Yes + downloadable',"b'Yes, MIDP 1.0'",b'Removable Li-Ion 600 mAh battery',b'Up to 220 h',b'Up to 5 h',"b'2 - Ice Blue, Cream Stone'",,,b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens A75',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-a75.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - US version',b'Class 8',b'No',"b'2005, Q1'",b'Discontinued',b'101 x 44 x 20 mm (3.98 x 1.73 x 0.79 in)',b'78 g (2.75 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',b'101 x 80 pixels',b'No',"b'100 numbers, 4 groups'","b'10 dialed, 10 received, 10 missed calls'",,b'4-way navigation key Screensaver',b'Yes',b'Polyphonic(32) ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS'",b'WAP 1.2.1',b'2 - Stack Attack Junior and Magic Picture',b'No',b'Removable Li-Ion 650 mAh battery',b'Up to 250 h',b'Up to 5 h',"b'2 - Atlantic Blue, Polar Silver'",,,,,,,,,,,,,,,
b'siemens',b'Siemens A70',b'https://cdn2.gsmarena.com/vv/bigpic/siemens-a70.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - US version',b'',b'No',"b'2005, Q1'",b'Discontinued',b'101 x 45 x 20 mm (3.98 x 1.77 x 0.79 in)',b'78 g (2.75 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'101 x 64 pixels',b'No',b'250 entries (SIM)',"b'10 dialed, 10 received, 10 missed calls'",,b'Softkeys',b'No',b'Vibration; Polyphonic(32) ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS'",b'',b'2 -  Balloon Shooter and Stack Attack',b'No',b'Removable Li-Ion 650 mAh battery',b'Up to 250 h',b'Up to 5 h',"b'2 - Pebble, Palladium'",,,,,,,,,,,,,,,
b'siemens',b'Siemens SF65',b'https://cdn2.gsmarena.com/vv/bigpic/sisf65.gif',b'GSM',b'GSM 900 / 1800',b'Swivel and rotate 180 deg Screensavers and wallpapers Downloadable logos',b'Class 10',b'No',"b'2004, Q3'",b'Discontinued',"b'91 x 44 x 23 mm, 86 cc (3.58 x 1.73 x 0.91 in)'",b'97 g (3.42 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',b'No',"b'500 x 9 files, Photo call'","b'30 received, dialed and missed calls'",b'20 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, EMail'",b'WAP 1.2.1',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 660 mAh battery',b'Up to 400 h',b'Up to 4 h',"b'2 - Polar white, Onyx black'",b'1.3 MP',b'No',b'Yes',,,b'LED flash',,,,,,,,,
b'siemens',b'Siemens CX70 Emoty',b'https://cdn2.gsmarena.com/vv/bigpic/sicx70em.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'5-way joystick Downloadable logos Integrated stroke, press and shake sensors control 3 preinstalled Emoty characters'",b'Class 10',b'No',"b'2004, Q3'",b'Discontinued',b'115 x 56 x 24 mm (4.53 x 2.20 x 0.94 in)',b'116 g (4.09 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",b'No',"b'14 fields, in shared memory, Photo call'","b'100 dialed, 100 received, 100 missed calls'",b'9.5 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',b'Yes',b'Removable Li-Ion 750 mAh battery',b'Up to 300 h',b'Up to 5 h 30 min',b'Bluewater',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CX70',b'https://cdn2.gsmarena.com/vv/bigpic/sicx70.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way joystick Downloadable logos',b'Class 10',b'No',"b'2004, Q3'",b'Discontinued',b'108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",b'No',"b'14 fields, in shared memory, Photo call'","b'100 dialed, 100 received, 100 missed calls'",b'9.5 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',b'Yes',b'Removable Li-Ion 750 mAh battery',b'Up to 250 h',b'Up to 5 h',b'',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens SX66',b'https://cdn2.gsmarena.com/vv/bigpic/sisx66.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',b'Downloadable logos',b'Class 10',b'No',"b'2004, Q4'",b'Discontinued',b'125 x 71 x 18 mm (4.92 x 2.80 x 0.71 in)',b'210 g (7.41 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.5 inches, 53 x 71 mm, 37.9 cm2 (~42.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'SDIO/MMC',,,b'128 MB RAM',b'No',b'Yes',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'No',b'Wi-Fi 802.11b',b'Yes',b'No',b'No',b'Proprietary',b'',,b'HTML (PocketIE)',,,b'Removable Li-Ion battery',b'Up to 200 h',b'Up to 4 h',b'Silver',,,b'Yes',,,,b'QWERTY',b'Microsoft Windows Mobile 2003 SE PocketPC',b'Intel Xscale PXA272 520 MHz',,,,,,
