Brand,Model Name,Model Image,Technology,2G bands,,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Internal,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Stand-by,Talk time,Colors,Single,Video,Infrared port,3G bands,Speed,Features,Keyboard,OS,CPU,Languages,Single_1,Video_1,Chipset,Clock,Alarm
b'siemens',b'Siemens SX45',b'https://cdn2.gsmarena.com/vv/bigpic/six45.gif',b'GSM',b'GSM 900 / 1800',b'57.6 mm x 76.8 mm 0.24 mm pixel pitch',b'No',b'No',b'2001',b'Discontinued',"b'134 x 87 x 26 mm, 309 cc (5.28 x 3.43 x 1.02 in)'",b'330 g (11.64 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'",b'',"b'240 x 320 pixels, 4:3 ratio'",b'No',,,b'32 MB',b'Expandable through MMC or CF',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',,"b'WAP 1.2, HTML'",,,b'Removable Li-Ion 1550 mAh battery',b'Up to 150 h',b'Up to 2 h',b'',,,b'Yes',,,,,b'Microsoft Windows CE 3.0 for PocketPC',b'64-bit NEC VR4122 150 MHz',,,,,b'Yes',b'Yes'
b'siemens',b'Siemens SL45i',b'https://cdn2.gsmarena.com/vv/bigpic/sisl45i.gif',b'GSM',b'GSM 900 / 1800',b'Navi key Downloadable screensavers bitmaps',b'No',b'No',b'2001',b'Discontinued',"b'105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)'",b'88 g (3.10 oz)',b'Mini-SIM',b'Monochrome graphic',"b'1.5 inches, 24 x 29 mm, 7.1 cm2 (~14.6% screen-to-body ratio)'","b'101 x 80 pixels, 7 lines (~86 ppi density)'","b'MMC, 32 MB included'","b'500, 14 fields each'","b'10 dialed, 10 received, 10 missed calls'",,b'100 SMS messages',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',b'Downloadable Java games',b'Yes',b'Removable Li-Ion 540 mAh battery',b'up to 200 h',b'up to 4 h',b'',,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens SL42',b'https://cdn2.gsmarena.com/vv/bigpic/sisl42.gif',b'GSM',b'GSM 900 / 1800',b'Navi key',b'No',b'No',b'2001',b'Discontinued',"b'105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)'",b'88 g (3.10 oz)',b'Mini-SIM',b'Monochrome graphic',"b'1.5 inches, 24 x 29 mm, 7.1 cm2 (~14.6% screen-to-body ratio)'","b'101 x 80 pixels, 7 lines (~86 ppi density)'","b'MMC, 16 MB included'","b'500, 14 fields each'","b'10 dialed, 10 received, 10 missed calls'",,b'100 SMS messages',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',b'7',b'No',b'Removable Li-Ion 540 mAh battery',b'up to 200 h',b'up to 4 h',b'',,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens ME45',b'https://cdn2.gsmarena.com/vv/bigpic/sime45.gif',b'GSM',b'GSM 900 / 1800',"b'Dust, shock and splash resistant'",b'Class 8',b'No',b'2001',b'Discontinued',"b'109 x 46 x 21 mm, 76 cc (4.29 x 1.81 x 0.83 in)'",b'99 g (3.49 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 80 pixels, 7 lines'",b'No',b'500 x 14 entries',"b'10 dialed, 10 received, 10 missed calls'",,b'Navi key Downloadable screensavers and bitmaps',b'Yes',"b'Vibration; Downloadable monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.2',b'Yes',b'No',b'Removable Li-Ion 840 mAh battery',b'60 - 300 h',b'100 - 300 min',b'2 - Pebble Grey and Safari Grey',,,b'Yes',,,,,,,,,,,b'Yes',b'Yes'
b'siemens',b'Siemens S45',b'https://cdn2.gsmarena.com/vv/bigpic/sis45.gif',b'GSM',b'GSM 900 / 1800',b'Navi key',b'Class 8',b'No',b'2001',b'Discontinued',"b'109 x 46 x 20 mm, 69 cc (4.29 x 1.81 x 0.79 in)'",b'93 g (3.28 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 80 pixels, 7 lines'",b'No',b'500 x 14 fields',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Vibration; Downloadable monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.2',b'Yes',b'No',b'Removable Li-Ion 850 mAh battery',b'up to 300 h',b'up to 6 h',"b'2 - diamond silver, sapphire blue'",,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens C45',b'https://cdn2.gsmarena.com/vv/bigpic/sic45.gif',b'GSM',b'GSM 900 / 1800',b'Softkeys Downloadable logos and screensaver',b'No',b'No',"b'2001, Q4'",b'Discontinued',"b'109 x 46 x 23 mm, 82 cc (4.29 x 1.81 x 0.91 in)'",b'107 g (3.77 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 64 pixels, 5 lines'",b'No',b'50',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Vibration; Downloadable monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.2',"b'3 - Stack Attack, Balloon Shooter, BattleMail'",b'No',b'Removable NiMH battery',b'up to 200 h',b'up to 5 h',b'2 - Oriental Blue and African Grey',,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens SL45',b'https://cdn2.gsmarena.com/vv/bigpic/sisl45b.gif',b'GSM',b'GSM 900 / 1800',b'Navi key',b'No',b'No',b'2000',b'Discontinued',"b'105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)'",b'88 g (3.10 oz)',b'Mini-SIM',b'Monochrome graphic',"b'1.5 inches, 24 x 29 mm, 7.1 cm2 (~14.6% screen-to-body ratio)'","b'101 x 80 pixels, 7 lines (~86 ppi density)'","b'MMC, 32 MB included'","b'500, 14 fields each'","b'10 dialed, 10 received, 10 missed calls'",,b'100 SMS messages',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',b'7',b'No',b'Removable Li-Ion 540 mAh battery',b'60 - 170 h',b'1 - 4 h',b'',,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens S40',b'https://cdn2.gsmarena.com/vv/bigpic/sis40.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Softkeys Blue backlight',b'No',b'No',b'2001',b'Discontinued',"b'112 x 44 x 22 mm, 85 cc (4.41 x 1.73 x 0.87 in)'",b'97 g (3.42 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'6 lines',b'No',b'1000',"b'10 dialed, 10 received, 20 missed calls'",,b'Advanced fully featured address book',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',b'No',b'No',b'Removable Li-Ion battery',b'260 h',b'380 min',b'Silver only',,,b'Yes',,,,,,,,,,,b'Yes',b'Yes'
b'siemens',b'Siemens S35i',b'https://cdn2.gsmarena.com/vv/bigpic/sis35ib.gif',b'GSM',b'GSM 900 / 1800',b'Fixed icons Softkey',b'No',b'No',b'2000',b'Discontinued',"b'118 x 46 x 21 mm, 89 cc (4.65 x 1.81 x 0.83 in)'",b'99 g (3.49 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 80 pixels, 7 lines'",b'No',b'100',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',"b'4 - Wayout, Reversi, Quattropoli, Minesweeper'",b'No',b'Removable Li-Ion 650 mAh battery',b'60 h - 220 h',b'100 min - 360 min',"b'3 - Emerald/Black, Titanium/Black, Titanium/Silver'",,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens M35i',b'https://cdn2.gsmarena.com/vv/bigpic/sim35ib.gif',b'GSM',b'GSM 900 / 1800',b'Fixed icons Softkey',b'No',b'No',b'2000',b'Discontinued',"b'118 x 47 x 22 mm, 99 cc (4.65 x 1.85 x 0.87 in)'",b'125 g (4.41 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 54 pixels, 5 lines, 17:9 ratio'",b'No',b'100',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',"b'4 - Wayout, Reversi, Quattropoli, Minesweeper'",b'No',b'Removable NiMH 500 mAh battery',b'50 h - 180 h',b'90 min - 300 min',"b'3 - Hurricane Yellow, Half Pipe Blue, Summit Grey'",,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens C35i',b'https://cdn2.gsmarena.com/vv/bigpic/sic35ib.gif',b'GSM',b'GSM 900 / 1800',b'Fixed icons Softkey',b'No',b'No',b'2000',b'Discontinued',"b'118 x 46 x 21 mm, 88 cc (4.65 x 1.81 x 0.83 in)'",b'110 g (3.88 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 54 pixels, 5 lines, 17:9 ratio'",b'No',b'100',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'WAP 1.1',"b'4 - Wayout, Reversi, Quattropoli, Minesweeper'",b'No',b'Removable NiMH 500 mAh battery',b'50 h - 180 h',b'90 min - 300 min',"b'7 -  Anthracite, Steel Grey, Classic blue ...'",,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens C35',b'https://cdn2.gsmarena.com/vv/bigpic/sic35b.gif',b'GSM',b'GSM 900 / 1800',b'Fixed icons Softkey',b'No',b'No',b'2000',b'Discontinued',"b'118 x 46 x 21 mm, 88 cc (4.65 x 1.81 x 0.83 in)'",b'110 g (3.88 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 54 pixels, 5 lines, 17:9 ratio'",b'No',b'20',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Vibration; Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',"b'4 - Wayout, Reversi, Quattropoli, Minesweeper'",b'No',b'Removable NiMH 500 mAh battery',b'50 h - 180 h',b'90 min - 300 min',"b'7 -  Anthracite, Steel Grey, Classic blue ...'",,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens A40',b'https://cdn2.gsmarena.com/vv/bigpic/sia40.gif',b'GSM',b'GSM 900 / 1800',b'Dedicated icon-line',b'No',b'No',b'2001',b'Discontinued',"b'118 x 46 x 27 mm, 106 cc (4.65 x 1.81 x 1.06 in)'",b'122 g (4.30 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'2 x 16 chars',b'No',b'SIM only',"b'10 dialed, 0 received, 5 missed calls'",,b'No',b'No',b'Vibration; Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable NiMH 600 mAh battery',b'60 h - 150 h',b'90 min - 240 min',"b'7 - Royal Blue, Anthracite, Raspberry Red...'",,,,,,,,,,b'20',,,,b'Yes',b'No'
b'siemens',b'Siemens A36',b'https://cdn2.gsmarena.com/vv/bigpic/sia36.gif',b'GSM',b'GSM 900 / 1800',b'No',b'No',b'No',b'2000',b'Discontinued',b'118 x 46 x 21 mm (4.65 x 1.81 x 0.83 in)',b'120 g (4.23 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'SIM only',"b'10 dialed, 0 received, 5 missed calls'",,b'Removable NiMH 600 mAh battery',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',,b'60 h - 150 h',b'90 min - 240 min',b'',,,,,,,,,,b'20',,,,b'Yes',b'No'
b'siemens',b'Siemens A35',b'https://cdn2.gsmarena.com/vv/bigpic/sia35.gif',b'GSM',b'GSM 900 / 1800',b'No',b'No',b'No',b'2000',b'Discontinued',b'118 x 46 x 28 mm (4.65 x 1.81 x 1.10 in)',b'122 g (4.30 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'2 lines x 16 chars',b'No',b'SIM only',b'10 dialed and 5 missed calls',,b'Removable NiMH 600 mAh battery',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',,b'up to 150 h',b'up to 4 h',"b'7 - caribic blue, pineapple, magma red, moon white, anthracite, oriental blue, aubergine'",,,,,,,,,,b'25',,,,b'Yes',b'No'
b'siemens',b'Siemens S25',b'https://cdn2.gsmarena.com/vv/bigpic/sis25b.gif',b'GSM',b'GSM 900 / 1800',b'Dynamic font size Softkey',b'No',b'No',b'1999',b'Discontinued',"b'117 x 47 x 23 mm, 108 cc (4.61 x 1.85 x 0.91 in)'",b'125 g (4.41 oz)',b'Mini-SIM',b'Color graphic',b'',"b'97 x 54 pixels, 6 lines, 16:9 ratio'",b'No',b'50',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Vibration; Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'3',b'No',b'Removable Li-Ion 650 mAh battery',b'60 h - 200 h',b'300 min',b'Mid-Silver Grey (Titanium) / Blue Metallic / Dark Grey / Green Metallic',,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens M30',b'https://cdn2.gsmarena.com/vv/bigpic/sim30.gif',b'GSM',b'GSM 900 / 1800',b'Red backlightFixed iconsSoftkey',b'No',b'No',b'2000',b'Discontinued',"b'124 x 44 x 24 mm, 99 cc (4.88 x 1.73 x 0.94 in)'",b'110 g (3.88 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'2 x 12 chars',b'No',b'',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Removable NiMH battery',b'Up to 180 hours',b'Up to 6 hours',b'',,,,,,,,,,,,,,b'Yes',b'No'
b'siemens',b'Siemens C28',b'https://cdn2.gsmarena.com/vv/bigpic/sic28.gif',b'GSM',b'GSM 900 / 1800',b'Fixed icons Softkey',b'No',b'No',b'2000',b'Discontinued',"b'117 x 47 x 27 mm, 120 cc (4.61 x 1.85 x 1.06 in)'",b'135 g (4.76 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'8',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable NiMH 650 mAh battery',b'160 h',b'300 min',b'',,,,,,,,,,b'20',,,,b'No',b'No'
b'siemens',b'Siemens C25',b'https://cdn2.gsmarena.com/vv/bigpic/sic25b.gif',b'GSM',b'GSM 900 / 1800',b'Fixed icons Softkey',b'No',b'No',b'1999',b'Discontinued',"b'117 x 47 x 27 mm, 120 cc (4.61 x 1.85 x 1.06 in)'",b'135 g (4.76 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'8',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',"b'Monophonic ringtones, composer'",b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable NiMH 650 mAh battery',b'160 h',b'300 min',"b'5 - Classic Green, Blue, Anthracite, Bright Blue, Yellow'",,,,,,,,,,b'20',,,,b'No',b'No'
b'siemens',b'Siemens SL10',b'https://cdn2.gsmarena.com/vv/bigpic/sisl10b.gif',b'GSM',b'GSM 900',b'Dynamic font size Softkey',b'No',b'No',b'1999',b'Discontinued',"b'129 x 50 x 26 mm, 121 cc (5.08 x 1.97 x 1.02 in)'",b'138 g (4.87 oz)',b'Mini-SIM',b'Color graphic',b'',"b'97 x 54 pixels, 6 lines, 16:9 ratio'",b'No',b'50',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable Li-Ion battery',b'46 h',b'3 h',b'Anthracite',,,b'Yes',,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens S10 active',b'https://cdn2.gsmarena.com/vv/bigpic/sis10ab.gif',b'GSM',b'GSM 900',b'Dynamic font size Softkey',b'No',b'No',b'1998',b'Discontinued',"b'150 x 49 x 25 mm, 170 cc (5.91 x 1.93 x 0.98 in)'",b'185 g (6.53 oz)',b'Mini-SIM',b'Color graphic',b'',"b'97 x 54 pixels, 6 lines, 16:9 ratio'",b'No',b'50',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable Li-Ion 1800 mAh battery',b'120 h',b'10 h',"b'3 - Green, Grey, Red'",,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens S10',b'https://cdn2.gsmarena.com/vv/bigpic/sis10b.gif',b'GSM',b'GSM 900',b'Dynamic font size Softkey',b'No',b'No',b'1998',b'Discontinued',"b'147 x 46 x 25 mm, 160 cc (5.79 x 1.81 x 0.98 in)'",b'185 g (6.53 oz)',b'Mini-SIM',b'Color graphic',b'',"b'97 x 54 pixels, 6 lines, 16:9 ratio'",b'No',b'50',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable Li-Ion 1800 mAh battery',b'120 h',b'10 h',b'Anthracite',,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens S11',b'https://cdn2.gsmarena.com/vv/bigpic/sis11b.gif',b'GSM',b'GSM 1800',b'Dynamic font size Softkey',b'No',b'No',b'1998',b'Discontinued',"b'147 x 46 x 25 mm, 160 cc (5.79 x 1.81 x 0.98 in)'",b'185 g (6.53 oz)',b'Mini-SIM',b'Color graphic',b'',"b'97 x 54 pixels, 6 lines, 16:9 ratio'",b'No',b'50',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable Li-Ion 1800 mAh battery',b'120 h',b'10 h',b'Anthracite',,,,,,,,,,b'20',,,,b'Yes',b'Yes'
b'siemens',b'Siemens C10',b'https://cdn2.gsmarena.com/vv/bigpic/sic10b.gif',b'GSM',b'GSM 900',b'Fixed icons Softkey',b'No',b'No',b'1998',b'Discontinued',"b'137 x 55 x 22 mm, 149 cc (5.39 x 2.17 x 0.87 in)'",b'165 g (5.82 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'50',"b'5 dialed, 4 received, 4 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable NiMH 700 mAh battery',b'80 h',b'5 h',"b'3 - blue, red, grey'",,,,,,,,,,b'20',,,,b'No',b'No'
b'siemens',b'Siemens C11',b'https://cdn2.gsmarena.com/vv/bigpic/sic11b.gif',b'GSM',b'GSM 1800',b'Fixed icons Softkey',b'No',b'No',b'1998',b'Discontinued',"b'137 x 55 x 22 mm, 149 cc (5.39 x 2.17 x 0.87 in)'",b'165 g (5.82 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'50',"b'5 dialed, 4 received, 4 missed calls'",,b'No',b'No',b'Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Removable NiMH 700 mAh battery',b'80 h',b'5 h',"b'3 - blue, red, grey'",,,,,,,,,,b'20',,,,b'No',b'No'
