Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1,_1_1,Stand-by,Talk time,Colors,SAR,GPRS,EDGE,OS,Chipset,CPU,Features,Infrared port
at&t,AT&T; Quickfire,https://cdn2.gsmarena.com/vv/bigpic/quickfire.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,HSPA 3.6/0.384 Mbps,"2008, November. Released 2008, November",Discontinued,109 x 56 x 18 mm (4.29 x 2.20 x 0.71 in),136 g (4.80 oz),QWERTY,Mini-SIM,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~39.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",microSD (dedicated slot),"Yes, Photocall",Yes,29 MB,1.3 MP,Yes,No,Yes,No,No,"1.2, A2DP","Yes, with A-GPS",No,Proprietary,,"SMS, MMS, Email, IM",WAP 2.0/xHTML,Yes,"Yes, MIDP 2.0",MP3/eAAC+/WMA player MP4/H.263 player Organizer Voice memo/dial/commands Predictive text input,Removable Li-Ion 1200 mAh battery,Up to 288 h,Up to 3 h,"Gray, Green, Orange",1.10 W/kg (head)     0.99 W/kg (body),,,,,,,
at&t,AT&T; SMT5700,https://cdn2.gsmarena.com/vv/bigpic/att-5700.jpg,GSM,GSM 850 / 1800 / 1900,,,"2007, November",Discontinued,112 x 60 x 14 mm (4.41 x 2.36 x 0.55 in),,QWERTY,Mini-SIM,"TFT, 65K colors",,"320 x 240 pixels, 4:3 ratio",microSD (dedicated slot),,,,2 MP,Yes,No,Yes,No,No,"1.2, A2DP",No,No,Proprietary,,,WAP 2.0/xHTML,,,Pocket Office  MP3/MP4 player Voice dial Predictive text input,Removable Li-Ion battery,,,Gray,,Class 10,Class 10,Microsoft Windows Mobile 5.0 PocketPC,TI OMAP V1030,260 MHz,,
at&t,AT&T; Mustang,https://cdn2.gsmarena.com/vv/bigpic/att-mustang.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,HSPA 1.8 Mbps,"2007, October. Released 2007, October",Discontinued,102 x 50 x 19.9 mm (4.02 x 1.97 x 0.78 in),110 g (3.88 oz),QWERTY,Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",microSD (dedicated slot),,,"64 MB RAM, 128 MB ROM",1.3 MP,Yes,Dual slide design,Yes,Yes,No,"1.2, A2DP",No,No,1.1,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,No,Removable Li-Po 1320 mAh battery,Up to 240 h,Up to 3 h,Black,,,,Windows Mobile 6 Standard,,Marvell Bulverde 416 MHz,,
at&t,AT&T; 8525,https://cdn2.gsmarena.com/vv/bigpic/att-8525.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,HSPA 1.8 Mbps,"2006, June",Discontinued,113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in),176 g (6.21 oz),QWERTY,Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","microSD, up to 8 GB (dedicated slot)",,,"64 MB RAM, 128 MB ROM",2 MP,Yes,Handwriting recognition,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP",No,No,1.1,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,No,Removable Li-Po 1350 mAh battery,Up to 250 h,Up to 5 h,"Silver, Black",,,,Microsoft Windows Mobile 6 Professional,,400 MHz Samsung,LED flash,Yes
